H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数,,,,,,,,
20240401B02,システム約定結果,応札量合計（電源属地別）[MW],0,230,98.893,0,144,213.916,181.324,92,50,1010.133
20240401B02,システム約定結果,落札量合計（電源属地別）[MW],0,230,98.893,0,138,213.916,181.324,92,50,1004.133
20240401B02,システム約定結果,応札件数（電源属地別）[件],0,3,4,0,2,10,7,6,1,33
20240401B02,システム約定結果,落札件数（電源属地別）[件],0,3,4,0,2,10,7,6,1,33
20240401B02,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],0,2.04,0.34,0,1.05,0.52,1.67,0.66,8.81,8.81
20240401B02,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],0,1.07,0.34,0,0.46,0.34,1.01,0.34,8.81,0.34
20240401B02,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],0,1.28,0.34,0,0.72,0.44,1.19,0.48,8.81,1.22
20240401B02,システム約定結果,最高落札価格（TSO別）[円/kW・30分],0,2.04,0.34,0,1.05,0.52,1.67,0.66,8.81,8.81
20240401B02,システム約定結果,最低落札価格（TSO別）[円/kW・30分],0,1.07,0.34,0,0.46,0.34,1.01,0.34,8.81,0.34
20240401B02,システム約定結果,平均落札価格（TSO別）[円/kW・30分],0,1.28,0.34,0,0.72,0.44,1.19,0.48,8.81,1.22
20240401B02,システム約定結果,落札量合計（TSO別）[MW],0,230,98.893,0,138,213.916,181.324,92,50,1004.133
20240401B02,システム約定結果,（内訳）自エリアからの落札量[MW],0,230,98.893,0,138,213.916,181.324,92,50,1004.133
20240401B02,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20240401B02,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,70,70
20240401B02,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,70,70
20240401B02,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,3,3
20240401B02,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,3,3
20240401B02,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,5.04,5.04
20240401B02,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,5.04,5.04
20240401B02,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,5.04,5.04
20240401B02,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,5.04,5.04
20240401B02,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,5.04,5.04
20240401B02,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,5.04,5.04
20240401B02,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,70,70
20240401B02,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,70,70
20240401B02,合計（確報値）,募集量（TSO別）[MW],72,232,134,165,33,141,89,35,150,1051
20240401B02,合計（確報値）,応札量合計（電源属地別）[MW],0,280,98.893,0,144,213.916,181.324,92,170,1180.133
20240401B02,合計（確報値）,約定量合計（電源属地別）[MW],0,230,98.893,0,138,213.916,181.324,92,120,1074.133
20240401B02,合計（確報値）,応札件数（電源属地別）[件],0,6,4,0,2,10,7,6,5,40
20240401B02,合計（確報値）,約定件数（電源属地別）[件],0,5,4,0,2,10,7,6,4,38
20240401B02,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],0,1.07,0.34,0,1.05,0.52,1.67,0.66,5.04,5.04
20240401B02,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],0,0.98,0.34,0,0.46,0.34,1.01,0.34,1.61,0.34
20240401B02,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],0,1.05,0.34,0,0.72,0.44,1.19,0.48,3.61,1.08
20240401B02,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],0,1.07,0.34,0,1.05,0.52,1.67,0.66,5.04,5.04
20240401B02,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],0,0.98,0.34,0,0.46,0.34,1.01,0.34,1.61,0.34
20240401B02,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],0,1.05,0.34,0,0.72,0.44,1.19,0.48,3.61,1.08
20240401B02,合計（確報値）,約定量合計（TSO別）[MW],0,230,98.893,0,138,213.916,181.324,92,120,1074.133
20240401B02,合計（確報値）,（内訳）自エリアからの約定量[MW],0,230,98.893,0,138,213.916,181.324,92,120,1074.133
20240401B03,システム約定結果,募集量（TSO別）[MW],124,448,356,376,58,277,206,89,358,2292
20240401B03,システム約定結果,応札量合計（電源属地別）[MW],0,330,109.589,0,162,213.916,119.364,162,50,1146.869
20240401B03,システム約定結果,落札量合計（電源属地別）[MW],0,330,109.589,0,153,213.916,119.364,162,50,1137.869
20240401B03,システム約定結果,応札件数（電源属地別）[件],0,4,4,0,2,10,5,6,1,32
20240401B03,システム約定結果,落札件数（電源属地別）[件],0,4,4,0,2,10,5,6,1,32
20240401B03,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],0,2.74,0.34,0,2.19,0.34,1.9,0.79,6.91,6.91
20240401B03,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],0,0.73,0.34,0,1.6,0.34,1.23,0.34,6.91,0.34
20240401B03,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],0,1.14,0.34,0,1.83,0.34,1.5,0.44,6.91,1.2
20240401B03,システム約定結果,最高落札価格（TSO別）[円/kW・30分],0,2.74,0.34,0,2.19,0.34,1.9,0.79,6.91,6.91
20240401B03,システム約定結果,最低落札価格（TSO別）[円/kW・30分],0,0.73,0.34,0,1.6,0.34,0.34,0.34,6.91,0.34
20240401B03,システム約定結果,平均落札価格（TSO別）[円/kW・30分],0,1.14,0.34,0,1.83,0.34,1.21,0.48,6.91,1.2
20240401B03,システム約定結果,落札量合計（TSO別）[MW],0,330,109.589,0,153,213.916,159.364,122,50,1137.869
20240401B03,システム約定結果,（内訳）自エリアからの落札量[MW],0,330,109.589,0,153,213.916,119.364,122,50,1097.869
20240401B03,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20240401B03,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,77,77
20240401B03,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,77,77
20240401B03,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,7,7
20240401B03,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,7,7
20240401B03,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,3.36,3.36
20240401B03,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,3.36,3.36
20240401B03,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,3.36,3.36
20240401B03,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,3.36,3.36
20240401B03,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,3.36,3.36
20240401B03,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,3.36,3.36
20240401B03,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,77,77
20240401B03,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,77,77
20240401B03,合計（確報値）,募集量（TSO別）[MW],124,448,356,376,58,277,206,89,358,2292
20240401B03,合計（確報値）,応札量合計（電源属地別）[MW],0,380,109.589,0,162,213.916,119.364,162,177,1323.869
20240401B03,合計（確報値）,約定量合計（電源属地別）[MW],0,330,109.589,0,153,213.916,119.364,162,127,1214.869
20240401B03,合計（確報値）,応札件数（電源属地別）[件],0,5,4,0,2,10,5,6,9,41
20240401B03,合計（確報値）,約定件数（電源属地別）[件],0,4,4,0,2,10,5,6,8,39
20240401B03,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],0,1.07,0.34,0,2.19,0.34,1.9,0.79,3.36,3.36
20240401B03,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],0,0.34,0.34,0,1.6,0.34,1.23,0.34,1.61,0.34
20240401B03,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],0,0.77,0.34,0,1.83,0.34,1.5,0.44,2.67,1.02
20240401B03,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],0,1.07,0.34,0,2.19,0.34,1.9,0.79,3.36,3.36
20240401B03,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],0,0.34,0.34,0,1.6,0.34,0.34,0.34,1.61,0.34
20240401B03,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],0,0.77,0.34,0,1.83,0.34,1.21,0.48,2.67,1.02
20240401B03,合計（確報値）,約定量合計（TSO別）[MW],0,330,109.589,0,153,213.916,159.364,122,127,1214.869
20240401B03,合計（確報値）,（内訳）自エリアからの約定量[MW],0,330,109.589,0,153,213.916,119.364,122,127,1174.869
20240401B04,システム約定結果,募集量（TSO別）[MW],100,419,564,351,50,244,162,87,236,2213
20240401B04,システム約定結果,応札量合計（電源属地別）[MW],0,240,576.681,0,162,696.283,109.464,232,50,2066.428
20240401B04,システム約定結果,落札量合計（電源属地別）[MW],0,240,576.681,0,162,696.283,109.464,232,50,2066.428
20240401B04,システム約定結果,応札件数（電源属地別）[件],0,3,7,0,2,10,4,7,1,34
20240401B04,システム約定結果,落札件数（電源属地別）[件],0,3,7,0,2,10,4,7,1,34
20240401B04,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],0,6.36,1.01,0,1.18,4.51,0.34,5.35,12.51,12.51
20240401B04,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,0,0.59,0.34,0.34,0.34,12.51,0.34
20240401B04,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],0,1.98,0.87,0,0.81,2.76,0.34,1.07,12.51,1.9
20240401B04,システム約定結果,最高落札価格（TSO別）[円/kW・30分],0,6.36,1.01,1.01,1.18,4.51,0.34,5.35,12.51,12.51
20240401B04,システム約定結果,最低落札価格（TSO別）[円/kW・30分],0,0.34,0.34,1.01,0.59,0.34,0.34,0.34,12.51,0.34
20240401B04,システム約定結果,平均落札価格（TSO別）[円/kW・30分],0,1.98,0.86,1.01,0.81,2.76,0.34,1.07,12.51,1.9
20240401B04,システム約定結果,落札量合計（TSO別）[MW],0,240,564,12.681,162,696.283,109.464,232,50,2066.428
20240401B04,システム約定結果,（内訳）自エリアからの落札量[MW],0,240,564,0,162,696.283,109.464,232,50,2053.747
20240401B04,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20240401B04,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,77,77
20240401B04,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,77,77
20240401B04,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,3,3
20240401B04,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,3,3
20240401B04,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,8.31,8.31
20240401B04,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,8.31,8.31
20240401B04,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,8.31,8.31
20240401B04,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,8.31,8.31
20240401B04,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,8.31,8.31
20240401B04,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,8.31,8.31
20240401B04,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,77,77
20240401B04,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,77,77
20240401B04,合計（確報値）,募集量（TSO別）[MW],100,419,564,351,50,244,162,87,236,2213
20240401B04,合計（確報値）,応札量合計（電源属地別）[MW],0,290,576.681,0,162,696.283,109.464,232,127,2193.428
20240401B04,合計（確報値）,約定量合計（電源属地別）[MW],0,240,124.681,0,162,696.283,109.464,232,127,1691.428
20240401B04,合計（確報値）,応札件数（電源属地別）[件],0,5,7,0,2,10,4,7,4,39
20240401B04,合計（確報値）,約定件数（電源属地別）[件],0,4,3,0,2,10,4,7,4,34
20240401B04,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],0,1.26,0.34,0,1.18,4.51,0.34,5.35,12.51,12.51
20240401B04,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],0,0.34,0.34,0,0.59,0.34,0.34,0.34,8.31,0.34
20240401B04,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],0,0.72,0.34,0,0.81,2.76,0.34,1.07,9.96,2.26
20240401B04,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],0,1.26,0.34,0,1.18,4.51,0.34,5.35,12.51,12.51
20240401B04,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],0,0.34,0.34,0,0.59,0.34,0.34,0.34,8.31,0.34
20240401B04,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],0,0.72,0.34,0,0.81,2.76,0.34,1.07,9.96,2.26
20240401B04,合計（確報値）,約定量合計（TSO別）[MW],0,240,124.681,0,162,696.283,109.464,232,127,1691.428
20240401B04,合計（確報値）,（内訳）自エリアからの約定量[MW],0,240,124.681,0,162,696.283,109.464,232,127,1691.428
20240401B05,システム約定結果,募集量（TSO別）[MW],103,469,415,373,64,308,159,95,227,2213
20240401B05,システム約定結果,応札量合計（電源属地別）[MW],0,230,577.378,0,162,765.283,88.384,266,319,2408.045
20240401B05,システム約定結果,落札量合計（電源属地別）[MW],0,230,577.378,0,162,696.283,88.384,158,319,2231.045
20240401B05,システム約定結果,応札件数（電源属地別）[件],0,3,7,0,2,11,4,7,4,38
20240401B05,システム約定結果,落札件数（電源属地別）[件],0,3,7,0,2,10,4,7,4,37
20240401B05,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],0,6.28,1.01,0,0.34,5.03,0.34,1.47,18.02,18.02
20240401B05,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],0,0.34,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20240401B05,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],0,2.17,0.86,0,0.34,3.09,0.34,0.79,10.95,3.07
20240401B05,システム約定結果,最高落札価格（TSO別）[円/kW・30分],0,6.28,1.01,1.01,0.34,5.03,3.82,1.47,18.02,18.02
20240401B05,システム約定結果,最低落札価格（TSO別）[円/kW・30分],0,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
20240401B05,システム約定結果,平均落札価格（TSO別）[円/kW・30分],0,2.17,0.92,0.71,0.34,3.12,1.46,0.79,10.95,3.07
20240401B05,システム約定結果,落札量合計（TSO別）[MW],0,230,415,162.378,162,625.667,159,158,319,2231.045
20240401B05,システム約定結果,（内訳）自エリアからの落札量[MW],0,230,415,0,162,625.667,88.384,158,319,1998.051
20240401B05,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20240401B05,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20240401B05,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20240401B05,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20240401B05,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20240401B05,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20240401B05,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20240401B05,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20240401B05,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20240401B05,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20240401B05,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20240401B05,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20240401B05,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20240401B05,合計（確報値）,募集量（TSO別）[MW],103,469,415,373,64,308,159,95,227,2213
20240401B05,合計（確報値）,応札量合計（電源属地別）[MW],0,280,617.378,0,162,765.283,88.384,266,319,2498.045
20240401B05,合計（確報値）,約定量合計（電源属地別）[MW],0,230,296.378,0,162,696.283,88.384,158,319,1950.045
20240401B05,合計（確報値）,応札件数（電源属地別）[件],0,5,8,0,2,11,4,7,4,41
20240401B05,合計（確報値）,約定件数（電源属地別）[件],0,4,5,0,2,10,4,7,4,36
20240401B05,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],0,1.71,1.01,0,0.34,5.03,0.34,1.47,18.02,18.02
20240401B05,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],0,0.34,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20240401B05,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],0,0.88,0.73,0,0.34,3.09,0.34,0.79,10.95,3.22
20240401B05,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],0,1.71,1.01,1.01,0.34,5.03,3.82,1.47,18.02,18.02
20240401B05,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],0,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
20240401B05,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],0,0.88,0.74,0.71,0.34,3.12,1.46,0.79,10.95,3.22
20240401B05,合計（確報値）,約定量合計（TSO別）[MW],0,230,134,162.378,162,625.667,159,158,319,1950.045
20240401B05,合計（確報値）,（内訳）自エリアからの約定量[MW],0,230,134,0,162,625.667,88.384,158,319,1717.051
20240401B06,システム約定結果,募集量（TSO別）[MW],99,371,472,328,45,300,224,129,347,2315
20240401B06,システム約定結果,応札量合計（電源属地別）[MW],0,210,452,0,162,502.993,119.364,208,50,1704.357
20240401B06,システム約定結果,落札量合計（電源属地別）[MW],0,210,452,0,162,502.993,119.364,208,50,1704.357
20240401B06,システム約定結果,応札件数（電源属地別）[件],0,3,4,0,2,10,5,6,1,31
20240401B06,システム約定結果,落札件数（電源属地別）[件],0,3,4,0,2,10,5,6,1,31
20240401B06,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],0,4.4,1.01,0,2.03,2.89,1.76,3,7.78,7.78
20240401B06,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],0,1.66,1.01,0,1.44,0.34,1.3,0.34,7.78,0.34
20240401B06,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],0,2.62,1.01,0,1.66,1.71,1.49,0.85,7.78,1.69
20240401B06,システム約定結果,最高落札価格（TSO別）[円/kW・30分],0,4.4,1.01,0,2.03,2.89,2.89,3,7.78,7.78
20240401B06,システム約定結果,最低落札価格（TSO別）[円/kW・30分],0,1.66,1.01,0,1.44,0.34,1.3,0.34,2.14,0.34
20240401B06,システム約定結果,平均落札価格（TSO別）[円/kW・30分],0,2.62,1.01,0,1.66,1.45,1.91,0.85,4.99,1.69
20240401B06,システム約定結果,落札量合計（TSO別）[MW],0,210,452,0,162,349.357,224,208,99,1704.357
20240401B06,システム約定結果,（内訳）自エリアからの落札量[MW],0,210,452,0,162,349.357,119.364,208,50,1550.721
20240401B06,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20240401B06,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,77,77
20240401B06,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,77,77
20240401B06,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,3,3
20240401B06,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,3,3
20240401B06,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,4.49,4.49
20240401B06,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,4.49,4.49
20240401B06,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,4.49,4.49
20240401B06,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,4.49,4.49
20240401B06,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,4.49,4.49
20240401B06,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,4.49,4.49
20240401B06,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,77,77
20240401B06,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,77,77
20240401B06,合計（確報値）,募集量（TSO別）[MW],99,371,472,328,45,300,224,129,347,2315
20240401B06,合計（確報値）,応札量合計（電源属地別）[MW],0,260,923,0,162,502.993,119.364,208,127,2302.357
20240401B06,合計（確報値）,約定量合計（電源属地別）[MW],0,210,452,0,162,479.047,119.364,208,127,1757.411
20240401B06,合計（確報値）,応札件数（電源属地別）[件],0,5,10,0,2,10,5,6,4,42
20240401B06,合計（確報値）,約定件数（電源属地別）[件],0,4,5,0,2,9,5,6,4,35
20240401B06,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],0,4.4,1.01,0,2.03,2.89,1.76,3,7.78,7.78
20240401B06,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],0,0.89,1.01,0,1.44,0.34,1.3,0.34,4.49,0.34
20240401B06,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],0,2.43,1.01,0,1.66,1.78,1.49,0.85,5.79,1.81
20240401B06,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],0,4.4,1.01,0,2.03,2.89,2.89,3,7.78,7.78
20240401B06,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],0,0.89,1.01,0,1.44,0.34,1.3,0.34,2.14,0.34
20240401B06,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],0,2.43,1.01,0,1.66,1.54,1.91,0.85,4.77,1.81
20240401B06,合計（確報値）,約定量合計（TSO別）[MW],0,210,452,0,162,325.411,224,208,176,1757.411
20240401B06,合計（確報値）,（内訳）自エリアからの約定量[MW],0,210,452,0,162,325.411,119.364,208,127,1603.775
20240401B07,システム約定結果,募集量（TSO別）[MW],82,242,187,110,28,170,81,28,176,1104
20240401B07,システム約定結果,応札量合計（電源属地別）[MW],0,140,520.492,0,138,213.916,119.364,106,50,1287.772
