H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数,,,,,,,,
20250301B04,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],6.72,5.28,4.54,0,0.45,0.34,0.38,6.19,5.89,6.72
20250301B04,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],0.34,5.21,4.54,0,0.34,0.34,0.34,0.34,0.34,0.34
20250301B04,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],4.58,5.26,4.54,0,0.38,0.34,0.36,0.91,2.04,2.56
20250301B04,システム約定結果,最高落札価格（TSO別）[円/kW・30分],6.72,5.28,4.54,0,0.45,0.34,0.38,6.19,5.89,6.72
20250301B04,システム約定結果,最低落札価格（TSO別）[円/kW・30分],0.34,4.54,4.54,0,0.34,0.34,0.34,0.34,0.34,0.34
20250301B04,システム約定結果,平均落札価格（TSO別）[円/kW・30分],4.58,5.05,4.54,0,0.38,0.34,0.35,0.94,2.04,2.56
20250301B04,システム約定結果,落札量合計（TSO別）[MW],155,382.2,551,0,167,442.707,244.452,170.413,355,2467.772
20250301B04,システム約定結果,（内訳）自エリアからの落札量[MW],155,270,551,0,167,442.707,216.452,170.413,355,2327.572
20250301B04,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250301B04,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250301B04,合計（確報値）,募集量（TSO別）[MW],108,588,551,196,60,278,185,122,248,2336
20250301B04,合計（確報値）,応札量合計（電源属地別）[MW],155,270,663.2,0,167,461.12,216.452,180,549,2661.772
20250301B04,合計（確報値）,約定量合計（電源属地別）[MW],155,270,663.2,0,167,461.12,167.234,180,355,2418.554
20250301B04,合計（確報値）,応札件数（電源属地別）[件],3,3,5,0,2,4,7,3,10,37
20250301B04,合計（確報値）,約定件数（電源属地別）[件],3,3,5,0,2,4,6,3,8,34
20250301B04,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],6.72,5.28,4.54,0,0.45,0.34,0.38,6.19,0.97,6.72
20250301B04,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],0.34,5.21,4.54,0,0.34,0.34,0.34,0.34,0.34,0.34
20250301B04,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],4.58,5.26,4.54,0,0.38,0.34,0.35,0.91,0.55,2.39
20250301B04,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],6.72,5.28,4.54,0,0.45,0.34,0.38,6.19,0.97,6.72
20250301B04,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],0.34,4.54,4.54,0,0.34,0.34,0.34,0.34,0.34,0.34
20250301B04,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],4.58,5.05,4.54,0,0.38,0.34,0.35,0.94,0.55,2.39
20250301B04,合計（確報値）,約定量合計（TSO別）[MW],155,382.2,551,0,167,442.707,195.234,170.413,355,2418.554
20250301B04,合計（確報値）,（内訳）自エリアからの約定量[MW],155,270,551,0,167,442.707,167.234,170.413,355,2278.354
20250301B05,システム約定結果,募集量（TSO別）[MW],104,455,445,175,75,281,203,136,195,2069
20250301B05,システム約定結果,応札量合計（電源属地別）[MW],141,270,849.875,0,168,461.12,216.452,240,358,2704.447
20250301B05,システム約定結果,落札量合計（電源属地別）[MW],141,270,849.875,0,168,461.12,216.452,240,358,2704.447
20250301B05,システム約定結果,応札件数（電源属地別）[件],2,3,8,0,2,4,7,6,6,38
20250301B05,システム約定結果,落札件数（電源属地別）[件],2,3,8,0,2,4,7,6,6,38
20250301B05,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],6.54,5.45,4.54,0,0.34,0.34,0.34,7.69,7.8,7.8
20250301B05,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],3.62,5.4,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20250301B05,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],4.24,5.43,3.22,0,0.34,0.34,0.34,1.19,1.47,2.18
20250301B05,システム約定結果,最高落札価格（TSO別）[円/kW・30分],6.54,5.45,4.54,4.54,0.34,0.34,0.34,7.69,7.8,7.8
20250301B05,システム約定結果,最低落札価格（TSO別）[円/kW・30分],3.62,0.34,0.34,4.54,0.34,0.34,0.34,0.34,0.34,0.34
20250301B05,システム約定結果,平均落札価格（TSO別）[円/kW・30分],4.24,4.52,3.03,4.54,0.34,0.34,0.34,1.24,1.47,2.18
20250301B05,システム約定結果,落札量合計（TSO別）[MW],141,455,577.875,87,168,424.018,266.452,227.102,358,2704.447
20250301B05,システム約定結果,（内訳）自エリアからの落札量[MW],141,270,577.875,0,168,424.018,216.452,227.102,358,2382.447
20250301B05,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250301B05,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250301B05,合計（確報値）,募集量（TSO別）[MW],104,455,445,175,75,281,203,136,195,2069
20250301B05,合計（確報値）,応札量合計（電源属地別）[MW],141,270,849.875,0,168,495.701,216.452,240,441,2822.028
20250301B05,合計（確報値）,約定量合計（電源属地別）[MW],141,270,825.586,0,168,461.12,167.234,240,358,2630.94
20250301B05,合計（確報値）,応札件数（電源属地別）[件],2,3,8,0,2,5,7,6,10,43
20250301B05,合計（確報値）,約定件数（電源属地別）[件],2,3,7,0,2,5,6,6,8,39
20250301B05,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],6.54,5.45,4.54,0,0.34,0.34,0.34,7.69,0.34,7.69
20250301B05,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],3.62,5.4,0.34,0,0.34,0.34,0.34,0.34,0.34,0.34
20250301B05,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],4.24,5.43,3.3,0,0.34,0.34,0.34,1.19,0.34,2.08
20250301B05,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],6.54,5.45,4.54,4.54,0.34,0.34,0.34,7.69,0.34,7.69
20250301B05,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],3.62,0.34,0.34,4.54,0.34,0.34,0.34,0.34,0.34,0.34
20250301B05,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],4.24,4.52,3.15,4.54,0.34,0.34,0.34,1.24,0.34,2.08
20250301B05,合計（確報値）,約定量合計（TSO別）[MW],141,455,553.586,87,168,424.018,217.234,227.102,358,2630.94
20250301B05,合計（確報値）,（内訳）自エリアからの約定量[MW],141,270,553.586,0,168,424.018,167.234,227.102,358,2308.94
20250301B06,システム約定結果,募集量（TSO別）[MW],93,380,518,114,49,274,200,130,346,2104
20250301B06,システム約定結果,応札量合計（電源属地別）[MW],157.1,360,419.9,0,102,461.12,216.452,180,358,2254.572
20250301B06,システム約定結果,落札量合計（電源属地別）[MW],119,360,419.9,0,102,461.12,216.452,180,358,2216.472
20250301B06,システム約定結果,応札件数（電源属地別）[件],3,4,3,0,1,4,7,3,6,31
20250301B06,システム約定結果,落札件数（電源属地別）[件],3,4,3,0,1,4,7,3,6,31
20250301B06,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],4.58,3.39,4.54,0,1.3,0.34,1.79,2.68,3.67,4.58
20250301B06,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],1.5,2.38,4.54,0,1.3,0.34,0.34,0.34,1.1,0.34
20250301B06,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],2.56,3.06,4.54,0,1.3,0.34,1.21,0.59,1.87,2.09
20250301B06,システム約定結果,最高落札価格（TSO別）[円/kW・30分],4.58,3.39,4.54,0,1.3,0.34,1.79,2.68,3.67,4.58
20250301B06,システム約定結果,最低落札価格（TSO別）[円/kW・30分],1.5,2.38,4.54,0,1.3,0.34,0.34,0.34,1.1,0.34
20250301B06,システム約定結果,平均落札価格（TSO別）[円/kW・30分],2.56,3.06,4.54,0,1.3,0.34,1.21,0.59,1.87,2.09
20250301B06,システム約定結果,落札量合計（TSO別）[MW],119,360,419.9,0,102,461.12,216.452,180,358,2216.472
20250301B06,システム約定結果,（内訳）自エリアからの落札量[MW],119,360,419.9,0,102,461.12,216.452,180,358,2216.472
20250301B06,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250301B06,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250301B06,合計（確報値）,募集量（TSO別）[MW],93,380,518,114,49,274,200,130,346,2104
20250301B06,合計（確報値）,応札量合計（電源属地別）[MW],157.1,450,419.9,0,102,476.232,216.452,180,358,2359.684
20250301B06,合計（確報値）,約定量合計（電源属地別）[MW],119,360,419.9,0,102,461.12,167.234,180,358,2167.254
20250301B06,合計（確報値）,応札件数（電源属地別）[件],3,5,3,0,1,5,7,3,6,33
20250301B06,合計（確報値）,約定件数（電源属地別）[件],3,4,3,0,1,5,6,3,6,31
20250301B06,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],4.58,3.39,4.54,0,1.3,0.34,1.79,2.68,3.67,4.58
20250301B06,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],1.5,2.38,4.54,0,1.3,0.34,0.34,0.34,1.1,0.34
20250301B06,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],2.56,3.06,4.54,0,1.3,0.34,1.06,0.59,1.87,2.1
20250301B06,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],4.58,3.39,4.54,0,1.3,0.34,1.79,2.68,3.67,4.58
20250301B06,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],1.5,2.38,4.54,0,1.3,0.34,0.34,0.34,1.1,0.34
20250301B06,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],2.56,3.06,4.54,0,1.3,0.34,1.06,0.59,1.87,2.1
20250301B06,合計（確報値）,約定量合計（TSO別）[MW],119,360,419.9,0,102,461.12,167.234,180,358,2167.254
20250301B06,合計（確報値）,（内訳）自エリアからの約定量[MW],119,360,419.9,0,102,461.12,167.234,180,358,2167.254
20250301B07,システム約定結果,募集量（TSO別）[MW],58,218,170,0,27,178,93,27,91,862
20250301B07,システム約定結果,応札量合計（電源属地別）[MW],141,360,0,0,102,461.12,216.452,124,215,1619.572
