H,連系線確保量,対象年月,ブロック数,取引期間
P,速報値,202505,8,週取引
T,順方向元エリア,逆方向元エリア,週取引：連系線確保量上限値（順方向）[MW],週取引：連系線確保量上限値（逆方向）[MW],週取引：連系線確保量（順方向）[MW],週取引：連系線確保量（逆方向）[MW]
20250503B05,北陸,関西,909.298,17.388,15,0
20250503B05,関西,中国,2094.302,2298.639,64.27,0
20250503B05,関西_関西-中国間(東),中国_関西-中国間(東),2094.302,2298.639,15.27,0
20250503B05,関西_関西-中国間(西),中国_関西-中国間(西),2094.302,2298.639,64.27,0
20250503B05,関西,四国,0,140,0,0
20250503B05,中国,四国,790,68.213,0,49
20250503B05,中国,九州,80,0,0,0
20250503B06,北海道,東北,0,150,0,33
20250503B06,東北,東京,0,2138.026,0,139
20250503B06,東京,中部,603.004,241.935,69,0
20250503B06,中部,関西,340.849,0,0,0
20250503B06,中部,北陸,270.645,6.452,0,0
20250503B06,北陸,関西,778.719,91.387,10,0
20250503B06,関西,中国,1597.954,2548.642,140.61,18.081
20250503B06,関西_関西-中国間(東),中国_関西-中国間(東),1597.954,2548.642,95.398,18.081
20250503B06,関西_関西-中国間(西),中国_関西-中国間(西),1597.954,2548.642,140.61,18.081
20250503B06,関西,四国,0,140,0,0
20250503B06,中国,四国,840,45.212,0,45.212
20250503B06,中国,九州,90,0,75,0
20250503B07,北海道,東北,45.123,150,25,78
20250503B07,東北,東京,0,2134.306,0,0
20250503B07,東京,中部,567.381,241.935,0,241.935
20250503B07,中部,関西,601.859,0,132.065,0
20250503B07,中部,北陸,270.323,79.126,0,0
20250503B07,北陸,関西,752.589,168.441,18,0
20250503B07,関西,中国,1565.4,4014.345,15.66,5.081
20250503B07,関西_関西-中国間(東),中国_関西-中国間(東),1565.4,4014.345,15.66,5.081
20250503B07,関西_関西-中国間(西),中国_関西-中国間(西),1565.4,4014.345,15.66,5.081
20250503B07,関西,四国,0,140,0,0
20250503B07,中国,四国,1000,48,0,0
20250503B07,中国,九州,340,175.806,63,16
20250503B08,北海道,東北,35.118,150,30,87
20250503B08,東北,東京,0,2134.306,0,0
20250503B08,東京,中部,815.91,241.935,0,221.672
20250503B08,中部,関西,689.461,0,0,0
20250503B08,中部,北陸,270,46.839,0,19
20250503B08,北陸,関西,644.059,0,0,0
20250503B08,関西,中国,1357.025,4348.614,139.958,0
20250503B08,関西_関西-中国間(東),中国_関西-中国間(東),1357.025,4348.614,139.958,0
20250503B08,関西_関西-中国間(西),中国_関西-中国間(西),1357.025,4348.614,139.958,0
20250503B08,関西,四国,0,140,0,0
20250503B08,中国,四国,1020,120,0,0
20250503B08,中国,九州,336.767,635.78,73,0
20250504B01,北海道,東北,10,150,0,135.99
20250504B01,東北,東京,0,2134.306,0,0
20250504B01,東京,中部,720.387,222.581,95.63,0
20250504B01,中部,関西,658.027,0,95.63,0
20250504B01,中部,北陸,270,0,0,0
20250504B01,北陸,関西,1133.667,301,17,0
20250504B01,関西,中国,1445.723,4307.007,0,197.312
20250504B01,関西_関西-中国間(東),中国_関西-中国間(東),1445.723,4307.007,0,197.312
20250504B01,関西_関西-中国間(西),中国_関西-中国間(西),1445.723,4307.007,0,195.312
20250504B01,関西,四国,0,140,0,0
20250504B01,中国,四国,1020,48,46,48
20250504B01,中国,九州,291.011,515.473,0,21
20250504B02,北海道,東北,10,150,10,78
20250504B02,東北,東京,0,2135.333,0,16
20250504B02,東京,中部,258.678,222.581,31.63,0
20250504B02,中部,関西,667.129,0,31.63,0
20250504B02,中部,北陸,270,0,0,0
20250504B02,北陸,関西,1182.377,280,12,0
20250504B02,関西,中国,790.178,4055.873,0,173.312
20250504B02,関西_関西-中国間(東),中国_関西-中国間(東),790.178,4055.873,0,173.312
20250504B02,関西_関西-中国間(西),中国_関西-中国間(西),790.178,4055.873,0,173.312
20250504B02,関西,四国,0,140,0,0
20250504B02,中国,四国,1000,60,39,39
20250504B02,中国,九州,318.306,455.9,0,64
20250504B03,北海道,東北,5.914,150,5.914,15
20250504B03,東北,東京,0,2135.519,0,236.086
20250504B03,東京,中部,102.996,232.258,102.996,0
20250504B03,中部,関西,251.753,0,0,0
20250504B03,中部,北陸,270,0,0,0
20250504B03,北陸,関西,764.505,0,15,0
20250504B03,関西,中国,1513.636,2547.384,80.61,42.081
20250504B03,関西_関西-中国間(東),中国_関西-中国間(東),1513.636,2547.384,41.087,42.081
20250504B03,関西_関西-中国間(西),中国_関西-中国間(西),1513.636,2547.384,80.61,42.081
20250504B03,関西,四国,0,140,0,0
20250504B03,中国,四国,840,216.023,0,39.523
20250504B03,中国,九州,97.16,0,10,0
20250504B04,北海道,東北,0,30.419,0,30.419
20250504B04,東北,東京,0,2138.246,0,279
20250504B04,東京,中部,119.806,241.935,96,0
20250504B04,中部,関西,72.348,0,0,0
20250504B04,中部,北陸,270,0,0,0
20250504B04,北陸,関西,915.306,0,15,0
20250504B04,関西,中国,1971.798,2381.112,15.494,0
20250504B04,関西_関西-中国間(東),中国_関西-中国間(東),1971.798,2381.112,13.494,0
20250504B04,関西_関西-中国間(西),中国_関西-中国間(西),1971.798,2381.112,15.494,0
20250504B04,関西,四国,0,140,0,0
20250504B04,中国,四国,790,43.904,0,2
20250504B04,中国,九州,80,0,0,0
20250504B05,北海道,東北,0,92.335,0,92.335
20250504B05,東北,東京,0,2145.87,0,294
20250504B05,東京,中部,200.606,241.935,182,0
20250504B05,中部,関西,239.468,0,0,0
20250504B05,中部,北陸,270,0,0,0
20250504B05,北陸,関西,909.298,17.388,15,0
20250504B05,関西,中国,2094.302,2298.639,64.27,0
20250504B05,関西_関西-中国間(東),中国_関西-中国間(東),2094.302,2298.639,15.27,0
20250504B05,関西_関西-中国間(西),中国_関西-中国間(西),2094.302,2298.639,64.27,0
20250504B05,関西,四国,0,140,0,0
20250504B05,中国,四国,790,68.213,0,49
20250504B05,中国,九州,80,0,0,0
20250504B06,北海道,東北,0,150,0,33
20250504B06,東北,東京,0,2138.026,0,139
20250504B06,東京,中部,603.004,241.935,69,0
20250504B06,中部,関西,340.849,0,0,0
20250504B06,中部,北陸,270.645,6.452,0,0
20250504B06,北陸,関西,778.719,91.387,10,0
20250504B06,関西,中国,1597.954,2548.642,140.61,18.081
20250504B06,関西_関西-中国間(東),中国_関西-中国間(東),1597.954,2548.642,95.398,18.081
20250504B06,関西_関西-中国間(西),中国_関西-中国間(西),1597.954,2548.642,140.61,18.081
20250504B06,関西,四国,0,140,0,0
20250504B06,中国,四国,840,45.212,0,45.212
20250504B06,中国,九州,90,0,75,0
20250504B07,北海道,東北,45.123,150,25,78
20250504B07,東北,東京,0,2134.306,0,0
20250504B07,東京,中部,567.381,241.935,0,241.935
20250504B07,中部,関西,601.859,0,29.065,0
20250504B07,中部,北陸,270.323,79.126,0,0
20250504B07,北陸,関西,752.589,168.441,18,0
20250504B07,関西,中国,1565.4,4014.345,0,25.451
20250504B07,関西_関西-中国間(東),中国_関西-中国間(東),1565.4,4014.345,0,25.451
20250504B07,関西_関西-中国間(西),中国_関西-中国間(西),1565.4,4014.345,0,25.451
20250504B07,関西,四国,0,140,0,0
20250504B07,中国,四国,1000,48,0,0
20250504B07,中国,九州,340,175.806,63,16
20250504B08,北海道,東北,35.118,150,30,87
20250504B08,東北,東京,0,2134.306,0,0
20250504B08,東京,中部,815.91,241.935,51.63,0
20250504B08,中部,関西,689.461,0,169.756,0
20250504B08,中部,北陸,270,46.839,0,0
20250504B08,北陸,関西,644.059,0,19,0
20250504B08,関西,中国,1357.025,4348.614,0,169.724
20250504B08,関西_関西-中国間(東),中国_関西-中国間(東),1357.025,4348.614,0,169.724
20250504B08,関西_関西-中国間(西),中国_関西-中国間(西),1357.025,4348.614,0,112.312
20250504B08,関西,四国,0,140,0,0
20250504B08,中国,四国,1020,120,15.588,73
20250504B08,中国,九州,336.767,635.78,0,0
20250505B01,北海道,東北,10,150,0,135.99
20250505B01,東北,東京,0,2134.306,0,0
20250505B01,東京,中部,720.387,222.581,0,0
20250505B01,中部,関西,658.027,0,0,0
20250505B01,中部,北陸,270,0,0,0
20250505B01,北陸,関西,1133.667,301,9,0
20250505B01,関西,中国,1445.723,4307.007,0,31.081
20250505B01,関西_関西-中国間(東),中国_関西-中国間(東),1445.723,4307.007,0,31.081
20250505B01,関西_関西-中国間(西),中国_関西-中国間(西),1445.723,4307.007,0,31.081
20250505B01,関西,四国,0,140,0,0
20250505B01,中国,四国,1020,48,0,0
20250505B01,中国,九州,291.011,515.473,70,0
20250505B02,北海道,東北,10,150,10,78
20250505B02,東北,東京,0,2135.333,0,16
20250505B02,東京,中部,258.678,222.581,0,0
20250505B02,中部,関西,667.129,0,0,0
20250505B02,中部,北陸,270,0,0,0
20250505B02,北陸,関西,1182.377,280,12,0
20250505B02,関西,中国,790.178,4055.873,0,29.451
20250505B02,関西_関西-中国間(東),中国_関西-中国間(東),790.178,4055.873,0,29.451
20250505B02,関西_関西-中国間(西),中国_関西-中国間(西),790.178,4055.873,0,29.451
20250505B02,関西,四国,0,140,0,0
20250505B02,中国,四国,1000,60,0,0
20250505B02,中国,九州,318.306,455.9,34,0
20250505B03,北海道,東北,5.914,150,5.914,15
20250505B03,東北,東京,0,2135.519,0,236.086
20250505B03,東京,中部,102.996,232.258,102.996,0
20250505B03,中部,関西,251.753,0,0,0
20250505B03,中部,北陸,270,0,0,0
20250505B03,北陸,関西,764.505,0,15,0
20250505B03,関西,中国,1513.636,2547.384,80.61,42.081
20250505B03,関西_関西-中国間(東),中国_関西-中国間(東),1513.636,2547.384,28.035,42.081
20250505B03,関西_関西-中国間(西),中国_関西-中国間(西),1513.636,2547.384,80.61,42.081
20250505B03,関西,四国,0,140,0,0
20250505B03,中国,四国,840,216.023,0,52.575
20250505B03,中国,九州,97.16,0,10,0
20250505B04,北海道,東北,0,30.419,0,30.419
20250505B04,東北,東京,0,2138.246,0,279
20250505B04,東京,中部,119.806,241.935,96,0
20250505B04,中部,関西,72.348,0,0,0
20250505B04,中部,北陸,270,0,0,0
20250505B04,北陸,関西,915.306,0,15,0
20250505B04,関西,中国,1971.798,2381.112,15.494,0
20250505B04,関西_関西-中国間(東),中国_関西-中国間(東),1971.798,2381.112,0,0
20250505B04,関西_関西-中国間(西),中国_関西-中国間(西),1971.798,2381.112,15.494,0
20250505B04,関西,四国,0,140,0,0
20250505B04,中国,四国,790,43.904,0,15.494
20250505B04,中国,九州,80,0,0,0
20250505B05,北海道,東北,0,92.335,0,92.335
20250505B05,東北,東京,0,2145.87,0,294
20250505B05,東京,中部,200.606,241.935,182,0
20250505B05,中部,関西,239.468,0,0,0
20250505B05,中部,北陸,270,0,0,0
20250505B05,北陸,関西,909.298,17.388,15,0
20250505B05,関西,中国,2094.302,2298.639,64.27,0
20250505B05,関西_関西-中国間(東),中国_関西-中国間(東),2094.302,2298.639,15.27,0
20250505B05,関西_関西-中国間(西),中国_関西-中国間(西),2094.302,2298.639,64.27,0
20250505B05,関西,四国,0,140,0,0
20250505B05,中国,四国,790,68.213,0,49
20250505B05,中国,九州,80,0,0,0
20250505B06,北海道,東北,0,150,0,33
20250505B06,東北,東京,0,2138.026,0,139
20250505B06,東京,中部,603.004,241.935,69,0
20250505B06,中部,関西,340.849,0,0,0
20250505B06,中部,北陸,270.645,6.452,0,0
20250505B06,北陸,関西,778.719,91.387,10,0
20250505B06,関西,中国,1597.954,2548.642,140.61,18.081
20250505B06,関西_関西-中国間(東),中国_関西-中国間(東),1597.954,2548.642,95.398,18.081
20250505B06,関西_関西-中国間(西),中国_関西-中国間(西),1597.954,2548.642,140.61,18.081
20250505B06,関西,四国,0,140,0,0
20250505B06,中国,四国,840,45.212,0,45.212
20250505B06,中国,九州,90,0,75,0
20250505B07,北海道,東北,45.123,150,0,120
20250505B07,東北,東京,0,2134.306,0,56
20250505B07,東京,中部,567.381,241.935,126.899,0
20250505B07,中部,関西,601.859,0,185.899,0
20250505B07,中部,北陸,270.323,79.126,0,0
20250505B07,北陸,関西,752.589,168.441,18,0
20250505B07,関西,中国,1565.4,4014.345,0,150.897
20250505B07,関西_関西-中国間(東),中国_関西-中国間(東),1565.4,4014.345,0,150.897
20250505B07,関西_関西-中国間(西),中国_関西-中国間(西),1565.4,4014.345,0,150.897
20250505B07,関西,四国,0,140,0,0
20250505B07,中国,四国,1000,48,0,0
20250505B07,中国,九州,340,175.806,0,78.446
20250505B08,北海道,東北,35.118,150,11.5,100
20250505B08,東北,東京,0,2134.306,0,18.5
20250505B08,東京,中部,815.91,241.935,0,75.001
20250505B08,中部,関西,689.461,0,0,0
20250505B08,中部,北陸,270,46.839,0,19
20250505B08,北陸,関西,644.059,0,0,0
20250505B08,関西,中国,1357.025,4348.614,6.549,0
20250505B08,関西_関西-中国間(東),中国_関西-中国間(東),1357.025,4348.614,6.549,0
20250505B08,関西_関西-中国間(西),中国_関西-中国間(西),1357.025,4348.614,6.549,0
20250505B08,関西,四国,0,140,0,0
20250505B08,中国,四国,1020,120,0,0
20250505B08,中国,九州,336.767,635.78,73,0
20250506B01,北海道,東北,10,150,0,135.99
20250506B01,東北,東京,0,2134.306,0,0
20250506B01,東京,中部,720.387,222.581,0,0
20250506B01,中部,関西,658.027,0,0,0
20250506B01,中部,北陸,270,0,0,0
20250506B01,北陸,関西,1133.667,301,9,0
20250506B01,関西,中国,1445.723,4307.007,0,266.942
20250506B01,関西_関西-中国間(東),中国_関西-中国間(東),1445.723,4307.007,0,266.942
20250506B01,関西_関西-中国間(西),中国_関西-中国間(西),1445.723,4307.007,0,230.312
20250506B01,関西,四国,0,140,0,0
20250506B01,中国,四国,1020,48,11,47.63
20250506B01,中国,九州,291.011,515.473,0,56
20250506B02,北海道,東北,10,150,10,78
20250506B02,東北,東京,0,2135.333,0,16
20250506B02,東京,中部,258.678,222.581,0,0
20250506B02,中部,関西,667.129,0,0,0
20250506B02,中部,北陸,270,0,0,0
20250506B02,北陸,関西,1182.377,280,12,0
20250506B02,関西,中国,790.178,4055.873,0,173.312
20250506B02,関西_関西-中国間(東),中国_関西-中国間(東),790.178,4055.873,0,173.312
20250506B02,関西_関西-中国間(西),中国_関西-中国間(西),790.178,4055.873,0,173.312
20250506B02,関西,四国,0,140,0,0
20250506B02,中国,四国,1000,60,6.63,6.63
