H,連系線確保量,対象年月,ブロック数,取引期間
P,速報値,202311,8,週取引
T,順方向元エリア,逆方向元エリア,週取引：連系線確保量上限値（順方向）[MW],週取引：連系線確保量上限値（逆方向）[MW],三次調整力1：連系線確保量（順方向）[MW],三次調整力1：連系線確保量（逆方向）[MW]
20231102B03,北海道,東北,0,0,0,0
20231102B03,東北,東京,843.6,2327,0,0
20231102B03,東京,中部,0,0,0,0
20231102B03,中部,関西,43,0,0,0
20231102B03,中部,北陸,300,300,0,0
20231102B03,北陸,関西,1330,0,5,0
20231102B03,関西,中国,3260,279,0,29
20231102B03,関西_関西-中国間(東),中国_関西-中国間(東),3260,279,0,29
20231102B03,関西_関西-中国間(西),中国_関西-中国間(西),3260,279,0,0
20231102B03,関西,四国,0,1400,0,0
20231102B03,中国,四国,120,360,0,29
20231102B03,中国,九州,76,0,0,0
20231102B04,北海道,東北,0,0,0,0
20231102B04,東北,東京,767,2327,0,25.667
20231102B04,東京,中部,0,0,0,0
20231102B04,中部,関西,0,0,0,0
20231102B04,中部,北陸,300,300,0,0
20231102B04,北陸,関西,1140,260,0,0
20231102B04,関西,中国,758,150,44,0
20231102B04,関西_関西-中国間(東),中国_関西-中国間(東),758,150,44,0
20231102B04,関西_関西-中国間(西),中国_関西-中国間(西),758,150,44,0
20231102B04,関西,四国,0,1400,0,0
20231102B04,中国,四国,480,36,0,0
20231102B04,中国,九州,160,70,44,0
20231102B05,北海道,東北,0,0,0,0
20231102B05,東北,東京,767,2327,0,20.666
20231102B05,東京,中部,0,0,0,0
20231102B05,中部,関西,0,0,0,0
20231102B05,中部,北陸,300,300,0,0
20231102B05,北陸,関西,1140,390,0,0
20231102B05,関西,中国,3260,279,17,43
20231102B05,関西_関西-中国間(東),中国_関西-中国間(東),3260,279,0,43
20231102B05,関西_関西-中国間(西),中国_関西-中国間(西),3260,279,17,0
20231102B05,関西,四国,0,1400,0,20
20231102B05,中国,四国,480,60,0,60
20231102B05,中国,九州,160,0,17,0
20231102B06,北海道,東北,150,0,0,0
20231102B06,東北,東京,1189,2327,0,0
20231102B06,東京,中部,0,0,0,0
20231102B06,中部,関西,286,125,0,0
20231102B06,中部,北陸,300,300,0,0
20231102B06,北陸,関西,1330,390,0,0
20231102B06,関西,中国,3260,580,41.2,36
20231102B06,関西_関西-中国間(東),中国_関西-中国間(東),3260,580,0,36
20231102B06,関西_関西-中国間(西),中国_関西-中国間(西),3260,580,41.2,0
20231102B06,関西,四国,0,1400,0,0
20231102B06,中国,四国,480,120,0,77.2
20231102B06,中国,九州,41.2,130,41.2,0
20231102B07,北海道,東北,150,0,0,0
20231102B07,東北,東京,1371,2327,0,0
20231102B07,東京,中部,0,0,0,0
20231102B07,中部,関西,0,1900,0,0
20231102B07,中部,北陸,300,300,0,0
20231102B07,北陸,関西,1330,810,0,0
20231102B07,関西,中国,3260,1440,0,0
20231102B07,関西_関西-中国間(東),中国_関西-中国間(東),3260,1440,0,0
20231102B07,関西_関西-中国間(西),中国_関西-中国間(西),3260,1440,0,0
20231102B07,関西,四国,0,1400,0,0
20231102B07,中国,四国,480,240,0,0
20231102B07,中国,九州,160,210,0,0
20231102B08,北海道,東北,150,0,0,0
20231102B08,東北,東京,869,2327,0,0
20231102B08,東京,中部,0,0,0,0
20231102B08,中部,関西,181,400,0,0
20231102B08,中部,北陸,300,300,0,0
20231102B08,北陸,関西,1330,70,0,0
20231102B08,関西,中国,3260,1440,0,49
20231102B08,関西_関西-中国間(東),中国_関西-中国間(東),3260,1440,0,49
20231102B08,関西_関西-中国間(西),中国_関西-中国間(西),3260,1440,0,0
20231102B08,関西,四国,0,1400,0,0
20231102B08,中国,四国,480,600,0,49
20231102B08,中国,九州,160,0,0,0
20231103B01,北海道,東北,150,0,0,0
20231103B01,東北,東京,1321,2327,0,0
20231103B01,東京,中部,0,0,0,0
20231103B01,中部,関西,108,100,0,0
20231103B01,中部,北陸,300,300,0,0
20231103B01,北陸,関西,1330,70,0,0
20231103B01,関西,中国,3260,1870,0,0
20231103B01,関西_関西-中国間(東),中国_関西-中国間(東),3260,1870,0,0
20231103B01,関西_関西-中国間(西),中国_関西-中国間(西),3260,1870,0,0
20231103B01,関西,四国,0,1400,0,0
20231103B01,中国,四国,480,600,0,0
20231103B01,中国,九州,340,0,0,0
20231103B02,北海道,東北,150,0,0,0
20231103B02,東北,東京,1321,2327,0,0
20231103B02,東京,中部,0,10,0,0
20231103B02,中部,関西,0,1000,0,0
20231103B02,中部,北陸,300,300,0,0
20231103B02,北陸,関西,1520,35,0,0
20231103B02,関西,中国,2982,1870,0,0
20231103B02,関西_関西-中国間(東),中国_関西-中国間(東),2982,1870,0,0
20231103B02,関西_関西-中国間(西),中国_関西-中国間(西),2982,1870,0,0
20231103B02,関西,四国,0,1400,0,0
20231103B02,中国,四国,480,720,0,0
20231103B02,中国,九州,340,0,0,0
20231103B03,北海道,東北,0,0,0,0
20231103B03,東北,東京,843.6,2327,0,631.584
20231103B03,東京,中部,0,0,0,0
20231103B03,中部,関西,0,0,0,0
20231103B03,中部,北陸,300,300,0,0
20231103B03,北陸,関西,1010,0,5,0
20231103B03,関西,中国,3260,279,0,29
20231103B03,関西_関西-中国間(東),中国_関西-中国間(東),3260,279,0,29
20231103B03,関西_関西-中国間(西),中国_関西-中国間(西),3260,279,0,0
20231103B03,関西,四国,0,1400,0,0
20231103B03,中国,四国,120,360,0,29
20231103B03,中国,九州,0,0,0,0
20231103B04,北海道,東北,0,0,0,0
20231103B04,東北,東京,767,2327,0,697
20231103B04,東京,中部,0,0,0,0
20231103B04,中部,関西,0,0,0,0
20231103B04,中部,北陸,300,300,0,0
20231103B04,北陸,関西,820,0,0,0
20231103B04,関西,中国,758,150,0,36
20231103B04,関西_関西-中国間(東),中国_関西-中国間(東),758,150,0,36
20231103B04,関西_関西-中国間(西),中国_関西-中国間(西),758,150,0,0
20231103B04,関西,四国,0,1400,0,112
20231103B04,中国,四国,480,36,0,36
20231103B04,中国,九州,80,0,0,0
20231103B05,北海道,東北,0,0,0,0
20231103B05,東北,東京,767,2327,0,435
20231103B05,東京,中部,0,0,0,0
20231103B05,中部,関西,0,0,0,0
20231103B05,中部,北陸,300,300,0,0
20231103B05,北陸,関西,820,0,0,0
20231103B05,関西,中国,3260,279,0,60
20231103B05,関西_関西-中国間(東),中国_関西-中国間(東),3260,279,0,60
20231103B05,関西_関西-中国間(西),中国_関西-中国間(西),3260,279,0,0
20231103B05,関西,四国,0,1400,0,3
20231103B05,中国,四国,480,60,0,60
20231103B05,中国,九州,80,0,0,0
20231103B06,北海道,東北,150,0,0,0
20231103B06,東北,東京,1189,2327,0,50.583
20231103B06,東京,中部,0,0,0,0
20231103B06,中部,関西,0,0,0,0
20231103B06,中部,北陸,300,300,0,0
20231103B06,北陸,関西,1010,0,0,0
20231103B06,関西,中国,3260,580,0,0
20231103B06,関西_関西-中国間(東),中国_関西-中国間(東),3260,580,0,0
20231103B06,関西_関西-中国間(西),中国_関西-中国間(西),3260,580,0,0
20231103B06,関西,四国,0,1400,0,0
20231103B06,中国,四国,480,120,0,0
20231103B06,中国,九州,0,0,0,0
20231103B07,北海道,東北,150,0,0,0
20231103B07,東北,東京,1371,2327,0,0
20231103B07,東京,中部,0,0,0,0
20231103B07,中部,関西,0,1400,0,0
20231103B07,中部,北陸,300,300,0,0
20231103B07,北陸,関西,1010,210,0,0
20231103B07,関西,中国,3260,1440,0,0
20231103B07,関西_関西-中国間(東),中国_関西-中国間(東),3260,1440,0,0
20231103B07,関西_関西-中国間(西),中国_関西-中国間(西),3260,1440,0,0
20231103B07,関西,四国,0,1400,0,0
20231103B07,中国,四国,480,240,0,0
20231103B07,中国,九州,80,0,0,0
20231103B08,北海道,東北,146,0,0,0
20231103B08,東北,東京,869,2327,0,0
20231103B08,東京,中部,0,0,0,0
20231103B08,中部,関西,31,400,0,0
20231103B08,中部,北陸,300,300,0,0
20231103B08,北陸,関西,1010,70,0,0
20231103B08,関西,中国,3260,1440,0,0
20231103B08,関西_関西-中国間(東),中国_関西-中国間(東),3260,1440,0,0
20231103B08,関西_関西-中国間(西),中国_関西-中国間(西),3260,1440,0,0
20231103B08,関西,四国,0,1400,0,0
20231103B08,中国,四国,480,600,0,0
20231103B08,中国,九州,80,0,0,0
20231104B01,北海道,東北,150,0,0,0
20231104B01,東北,東京,981,2327,0,0
20231104B01,東京,中部,0,0,0,0
20231104B01,中部,関西,108,100,0,0
20231104B01,中部,北陸,300,300,0,0
20231104B01,北陸,関西,1330,70,0,0
20231104B01,関西,中国,3260,1870,0,0
20231104B01,関西_関西-中国間(東),中国_関西-中国間(東),3260,1870,0,0
20231104B01,関西_関西-中国間(西),中国_関西-中国間(西),3260,1870,0,0
20231104B01,関西,四国,0,1400,0,0
20231104B01,中国,四国,480,600,0,0
20231104B01,中国,九州,340,0,0,0
20231104B02,北海道,東北,150,0,0,0
20231104B02,東北,東京,981,2327,0,0
20231104B02,東京,中部,0,10,0,0
20231104B02,中部,関西,0,1000,0,0
20231104B02,中部,北陸,300,300,0,0
20231104B02,北陸,関西,1520,35,0,0
20231104B02,関西,中国,2982,1870,0,0
20231104B02,関西_関西-中国間(東),中国_関西-中国間(東),2982,1870,0,0
20231104B02,関西_関西-中国間(西),中国_関西-中国間(西),2982,1870,0,0
20231104B02,関西,四国,0,1400,0,0
20231104B02,中国,四国,480,720,0,0
20231104B02,中国,九州,340,0,0,0
20231104B03,北海道,東北,0,0,0,0
20231104B03,東北,東京,503.6,2327,0,367.778
20231104B03,東京,中部,0,0,0,0
20231104B03,中部,関西,0,0,0,0
20231104B03,中部,北陸,300,300,0,0
20231104B03,北陸,関西,1010,0,5,0
20231104B03,関西,中国,3260,279,0,29
20231104B03,関西_関西-中国間(東),中国_関西-中国間(東),3260,279,0,29
20231104B03,関西_関西-中国間(西),中国_関西-中国間(西),3260,279,0,23.22
20231104B03,関西,四国,0,1400,0,0
20231104B03,中国,四国,120,360,0,5.78
20231104B03,中国,九州,0,0,0,0
20231104B04,北海道,東北,0,0,0,0
20231104B04,東北,東京,677,2327,0,514.778
20231104B04,東京,中部,0,0,0,0
20231104B04,中部,関西,0,0,0,0
20231104B04,中部,北陸,300,300,0,0
20231104B04,北陸,関西,820,0,0,0
20231104B04,関西,中国,758,150,0,36
20231104B04,関西_関西-中国間(東),中国_関西-中国間(東),758,150,0,36
20231104B04,関西_関西-中国間(西),中国_関西-中国間(西),758,150,0,0
20231104B04,関西,四国,0,1400,0,112
20231104B04,中国,四国,480,36,0,36
20231104B04,中国,九州,80,0,0,0
20231104B05,北海道,東北,0,0,0,0
20231104B05,東北,東京,677,2327,0,563.777
20231104B05,東京,中部,0,0,0,0
20231104B05,中部,関西,0,0,0,0
20231104B05,中部,北陸,300,300,0,0
20231104B05,北陸,関西,820,0,0,0
20231104B05,関西,中国,3260,279,0,60
20231104B05,関西_関西-中国間(東),中国_関西-中国間(東),3260,279,0,60
20231104B05,関西_関西-中国間(西),中国_関西-中国間(西),3260,279,0,0
20231104B05,関西,四国,0,1400,0,3
20231104B05,中国,四国,480,60,0,60
20231104B05,中国,九州,80,0,0,0
20231104B06,北海道,東北,150,0,0,0
20231104B06,東北,東京,1099,2327,0,0
20231104B06,東京,中部,0,0,0,0
20231104B06,中部,関西,0,0,0,0
20231104B06,中部,北陸,300,300,0,0
20231104B06,北陸,関西,1010,0,0,0
20231104B06,関西,中国,3260,580,0,31
20231104B06,関西_関西-中国間(東),中国_関西-中国間(東),3260,580,0,31
20231104B06,関西_関西-中国間(西),中国_関西-中国間(西),3260,580,0,0
20231104B06,関西,四国,0,1400,0,0
20231104B06,中国,四国,480,120,0,31
20231104B06,中国,九州,0,0,0,0
20231104B07,北海道,東北,150,0,0,0
20231104B07,東北,東京,1281,2327,0,0
20231104B07,東京,中部,300,300,0,0
20231104B07,中部,関西,0,1400,0,0
20231104B07,中部,北陸,300,300,0,0
20231104B07,北陸,関西,1010,210,0,0
20231104B07,関西,中国,3260,1440,0,0
20231104B07,関西_関西-中国間(東),中国_関西-中国間(東),3260,1440,0,0
20231104B07,関西_関西-中国間(西),中国_関西-中国間(西),3260,1440,0,0
20231104B07,関西,四国,0,1400,0,0
20231104B07,中国,四国,480,240,0,0
20231104B07,中国,九州,80,0,0,0
20231104B08,北海道,東北,146,0,0,0
20231104B08,東北,東京,529,2327,0,0
20231104B08,東京,中部,300,300,0,0
20231104B08,中部,関西,31,400,31,0
20231104B08,中部,北陸,300,300,18,0
20231104B08,北陸,関西,1010,70,18,0
20231104B08,関西,中国,3260,1440,0,0
20231104B08,関西_関西-中国間(東),中国_関西-中国間(東),3260,1440,0,0
20231104B08,関西_関西-中国間(西),中国_関西-中国間(西),3260,1440,0,0
20231104B08,関西,四国,0,1400,0,0
20231104B08,中国,四国,480,600,0,0
20231104B08,中国,九州,80,0,0,0
20231105B01,北海道,東北,150,0,0,0
20231105B01,東北,東京,981,2327,0,0
20231105B01,東京,中部,300,300,0,0
20231105B01,中部,関西,108,100,0,0
20231105B01,中部,北陸,300,300,0,0
20231105B01,北陸,関西,1330,70,0,0
20231105B01,関西,中国,3260,1870,0,0
20231105B01,関西_関西-中国間(東),中国_関西-中国間(東),3260,1870,0,0
20231105B01,関西_関西-中国間(西),中国_関西-中国間(西),3260,1870,0,0
20231105B01,関西,四国,0,1400,0,0
20231105B01,中国,四国,480,600,0,0
20231105B01,中国,九州,340,0,0,0
20231105B02,北海道,東北,150,0,0,0
20231105B02,東北,東京,981,2327,0,0
20231105B02,東京,中部,300,420,0,0
20231105B02,中部,関西,0,1000,0,0
20231105B02,中部,北陸,300,300,0,0
20231105B02,北陸,関西,1520,35,0,0
20231105B02,関西,中国,2982,1870,0,0
20231105B02,関西_関西-中国間(東),中国_関西-中国間(東),2982,1870,0,0
20231105B02,関西_関西-中国間(西),中国_関西-中国間(西),2982,1870,0,0
20231105B02,関西,四国,0,1400,0,0
20231105B02,中国,四国,480,720,0,0
20231105B02,中国,九州,340,0,0,0
20231105B03,北海道,東北,0,0,0,0
20231105B03,東北,東京,0,1147,0,1059
20231105B03,東京,中部,300,300,29,0
20231105B03,中部,関西,0,0,0,0
20231105B03,中部,北陸,300,300,29,0
20231105B03,北陸,関西,1010,0,34,0
20231105B03,関西,中国,3260,279,0,0
20231105B03,関西_関西-中国間(東),中国_関西-中国間(東),3260,279,0,0
20231105B03,関西_関西-中国間(西),中国_関西-中国間(西),3260,279,0,0
20231105B03,関西,四国,0,1400,0,0
20231105B03,中国,四国,120,360,0,0
20231105B03,中国,九州,0,0,0,0
20231105B04,北海道,東北,0,0,0,0
20231105B04,東北,東京,0,1147,0,696
20231105B04,東京,中部,300,300,180,0
20231105B04,中部,関西,0,0,0,0
20231105B04,中部,北陸,300,300,180,0
20231105B04,北陸,関西,820,0,180,0
20231105B04,関西,中国,758,150,32,0
20231105B04,関西_関西-中国間(東),中国_関西-中国間(東),758,150,32,0
20231105B04,関西_関西-中国間(西),中国_関西-中国間(西),758,150,32,0
20231105B04,関西,四国,0,1400,0,0
20231105B04,中国,四国,480,36,0,0
20231105B04,中国,九州,80,0,32,0
20231105B05,北海道,東北,0,0,0,0
20231105B05,東北,東京,0,1147,0,549
20231105B05,東京,中部,300,300,63,0
20231105B05,中部,関西,0,0,0,0
20231105B05,中部,北陸,300,300,63,0
20231105B05,北陸,関西,820,0,63,0
20231105B05,関西,中国,3260,279,0,0
20231105B05,関西_関西-中国間(東),中国_関西-中国間(東),3260,279,0,0
20231105B05,関西_関西-中国間(西),中国_関西-中国間(西),3260,279,0,0
20231105B05,関西,四国,0,1400,0,0
20231105B05,中国,四国,480,60,0,0
20231105B05,中国,九州,80,0,0,0
20231105B06,北海道,東北,150,0,0,0
20231105B06,東北,東京,0,1147,0,115
20231105B06,東京,中部,300,300,64,0
20231105B06,中部,関西,0,0,0,0
20231105B06,中部,北陸,300,300,64,0
20231105B06,北陸,関西,1010,0,64,0
20231105B06,関西,中国,3260,580,0,57
20231105B06,関西_関西-中国間(東),中国_関西-中国間(東),3260,580,0,57
20231105B06,関西_関西-中国間(西),中国_関西-中国間(西),3260,580,0,0
20231105B06,関西,四国,0,1400,0,0
20231105B06,中国,四国,480,120,0,57
20231105B06,中国,九州,0,0,0,0
20231105B07,北海道,東北,150,0,0,0
20231105B07,東北,東京,0,1147,0,0
20231105B07,東京,中部,300,300,0,0
20231105B07,中部,関西,0,1400,0,0
20231105B07,中部,北陸,300,300,0,0
20231105B07,北陸,関西,1010,210,0,0
20231105B07,関西,中国,3260,1440,0,0
20231105B07,関西_関西-中国間(東),中国_関西-中国間(東),3260,1440,0,0
20231105B07,関西_関西-中国間(西),中国_関西-中国間(西),3260,1440,0,0
20231105B07,関西,四国,0,1400,0,0
20231105B07,中国,四国,480,240,0,0
20231105B07,中国,九州,80,0,0,0
20231105B08,北海道,東北,146,0,0,0
20231105B08,東北,東京,0,1147,0,0
20231105B08,東京,中部,300,300,0,0
20231105B08,中部,関西,31,400,31,0
20231105B08,中部,北陸,300,300,18,0
20231105B08,北陸,関西,1010,70,18,0
20231105B08,関西,中国,3260,1440,0,0
20231105B08,関西_関西-中国間(東),中国_関西-中国間(東),3260,1440,0,0
20231105B08,関西_関西-中国間(西),中国_関西-中国間(西),3260,1440,0,0
20231105B08,関西,四国,0,1400,0,0
20231105B08,中国,四国,480,600,0,0
20231105B08,中国,九州,80,0,0,0
20231106B01,北海道,東北,150,0,0,0
20231106B01,東北,東京,0,1147,0,0
20231106B01,東京,中部,300,300,0,0
20231106B01,中部,関西,108,100,0,0
20231106B01,中部,北陸,300,300,0,0
20231106B01,北陸,関西,1330,70,0,0
20231106B01,関西,中国,3260,1870,0,0
20231106B01,関西_関西-中国間(東),中国_関西-中国間(東),3260,1870,0,0
20231106B01,関西_関西-中国間(西),中国_関西-中国間(西),3260,1870,0,0
20231106B01,関西,四国,0,1400,0,0
20231106B01,中国,四国,480,600,0,0
20231106B01,中国,九州,340,0,0,0
20231106B02,北海道,東北,150,0,0,0
20231106B02,東北,東京,0,1147,0,0
20231106B02,東京,中部,300,420,0,0
20231106B02,中部,関西,0,1000,0,0
20231106B02,中部,北陸,300,300,0,0
20231106B02,北陸,関西,1520,35,0,0
20231106B02,関西,中国,2982,1870,0,0
20231106B02,関西_関西-中国間(東),中国_関西-中国間(東),2982,1870,0,0
20231106B02,関西_関西-中国間(西),中国_関西-中国間(西),2982,1870,0,0
20231106B02,関西,四国,0,1400,0,0
20231106B02,中国,四国,480,720,0,0
20231106B02,中国,九州,340,0,0,0
20231106B03,北海道,東北,0,0,0,0
20231106B03,東北,東京,0,1147,0,648.667
20231106B03,東京,中部,300,300,0,5
20231106B03,中部,関西,0,0,0,0
20231106B03,中部,北陸,300,300,0,5
20231106B03,北陸,関西,1330,0,0,0
20231106B03,関西,中国,3260,0,0,0
20231106B03,関西_関西-中国間(東),中国_関西-中国間(東),3260,0,0,0
20231106B03,関西_関西-中国間(西),中国_関西-中国間(西),3260,0,0,0
20231106B03,関西,四国,0,1400,0,34
20231106B03,中国,四国,120,360,0,0
20231106B03,中国,九州,76,0,0,0
20231106B04,北海道,東北,0,0,0,0
20231106B04,東北,東京,0,1147,0,698.667
20231106B04,東京,中部,300,300,0,260
20231106B04,中部,関西,0,0,0,0
20231106B04,中部,北陸,300,300,0,260
20231106B04,北陸,関西,1140,260,0,260
20231106B04,関西,中国,758,0,43,0
20231106B04,関西_関西-中国間(東),中国_関西-中国間(東),758,0,43,0
20231106B04,関西_関西-中国間(西),中国_関西-中国間(西),758,0,43,0
20231106B04,関西,四国,0,1400,0,0
20231106B04,中国,四国,480,36,0,0
20231106B04,中国,九州,160,70,43,0
20231106B05,北海道,東北,0,0,0,0
20231106B05,東北,東京,0,1147,0,192.868
20231106B05,東京,中部,300,300,0,144.202
20231106B05,中部,関西,0,0,0,0
20231106B05,中部,北陸,0,0,0,0
20231106B05,北陸,関西,0,0,0,0
20231106B05,関西,中国,3260,0,96,0
20231106B05,関西_関西-中国間(東),中国_関西-中国間(東),3260,0,36,0
20231106B05,関西_関西-中国間(西),中国_関西-中国間(西),3260,0,96,0
20231106B05,関西,四国,0,1400,0,9
20231106B05,中国,四国,480,60,0,60
20231106B05,中国,九州,160,0,96,0
20231106B06,北海道,東北,150,0,0,0
20231106B06,東北,東京,0,1147,0,115
20231106B06,東京,中部,300,300,0,115
20231106B06,中部,関西,286,125,6,0
20231106B06,中部,北陸,300,300,0,0
20231106B06,北陸,関西,1330,390,0,0
20231106B06,関西,中国,3260,0,41.2,0
20231106B06,関西_関西-中国間(東),中国_関西-中国間(東),3260,0,0,0
20231106B06,関西_関西-中国間(西),中国_関西-中国間(西),3260,0,41.2,0
20231106B06,関西,四国,0,1400,0,25
20231106B06,中国,四国,480,120,0,41.2
20231106B06,中国,九州,41.2,130,41.2,0
20231106B07,北海道,東北,150,0,0,0
20231106B07,東北,東京,0,1147,0,0
20231106B07,東京,中部,300,300,0,0
20231106B07,中部,関西,0,1900,0,0
20231106B07,中部,北陸,300,300,0,0
20231106B07,北陸,関西,1330,810,0,0
20231106B07,関西,中国,3260,1440,0,0
20231106B07,関西_関西-中国間(東),中国_関西-中国間(東),3260,1440,0,0
20231106B07,関西_関西-中国間(西),中国_関西-中国間(西),3260,1440,0,0
20231106B07,関西,四国,0,1400,0,0
20231106B07,中国,四国,480,240,0,0
20231106B07,中国,九州,160,210,0,0
20231106B08,北海道,東北,150,0,0,0
20231106B08,東北,東京,0,1147,0,0
20231106B08,東京,中部,300,300,0,0
20231106B08,中部,関西,181,400,0,0
20231106B08,中部,北陸,300,300,0,0
20231106B08,北陸,関西,1330,70,0,0
20231106B08,関西,中国,3260,1440,0,49
