H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数,,,,,,,,
20240401B02,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],3.89,1.07,0,0,1.05,0.52,1.67,0.66,5.04,5.04
20240401B02,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],3.89,0.98,0,0,0.46,0.34,1.01,0.34,1.61,0.34
20240401B02,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],3.89,1.03,0,0,0.72,0.44,1.19,0.52,3.69,1.54
20240401B02,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],3.89,1.07,0,0,1.05,0.52,1.67,0.66,5.04,5.04
20240401B02,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],3.89,0.98,0,0,0.46,0.34,1.01,0.34,1.61,0.34
20240401B02,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],3.89,1.03,0,0,0.72,0.44,1.19,0.52,3.69,1.54
20240401B02,合計（確報値）,約定量合計（TSO別）[MW],115,114,0,0,138,213.916,181.324,74,127,963.24
20240401B02,合計（確報値）,（内訳）自エリアからの約定量[MW],115,114,0,0,138,213.916,181.324,74,127,963.24
20240401B03,システム約定結果,募集量（TSO別）[MW],124,355,862,505,107,471,273,111,333,3141
20240401B03,システム約定結果,応札量合計（電源属地別）[MW],124,144,0,0,162,213.916,119.364,74,50,887.28
20240401B03,システム約定結果,落札量合計（電源属地別）[MW],124,144,0,0,153,213.916,119.364,60,50,864.28
20240401B03,システム約定結果,応札件数（電源属地別）[件],1,4,0,0,2,10,5,5,1,28
20240401B03,システム約定結果,落札件数（電源属地別）[件],1,4,0,0,2,10,5,5,1,28
20240401B03,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],3.91,2.74,0,0,2.19,0.34,1.9,0.79,6.91,6.91
20240401B03,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],3.91,0.73,0,0,1.6,0.34,1.23,0.34,6.91,0.34
20240401B03,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],3.91,1.5,0,0,1.83,0.34,1.5,0.62,6.91,1.87
20240401B03,システム約定結果,最高落札価格（TSO別）[円/kW・30分],3.91,2.74,0,0,2.19,0.34,1.9,0.79,6.91,6.91
20240401B03,システム約定結果,最低落札価格（TSO別）[円/kW・30分],3.91,0.73,0,0,1.6,0.34,1.23,0.34,6.91,0.34
20240401B03,システム約定結果,平均落札価格（TSO別）[円/kW・30分],3.91,1.5,0,0,1.83,0.34,1.5,0.62,6.91,1.87
20240401B03,システム約定結果,落札量合計（TSO別）[MW],124,144,0,0,153,213.916,119.364,60,50,864.28
20240401B03,システム約定結果,（内訳）自エリアからの落札量[MW],124,144,0,0,153,213.916,119.364,60,50,864.28
20240401B03,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20240401B03,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,77,77
20240401B03,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,77,77
20240401B03,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,7,7
20240401B03,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,7,7
20240401B03,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,3.36,3.36
20240401B03,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,3.36,3.36
20240401B03,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,3.36,3.36
20240401B03,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,3.36,3.36
20240401B03,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,3.36,3.36
20240401B03,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,3.36,3.36
20240401B03,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,77,77
20240401B03,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,77,77
20240401B03,合計（確報値）,募集量（TSO別）[MW],124,355,862,505,107,471,273,111,333,3141
20240401B03,合計（確報値）,応札量合計（電源属地別）[MW],124,194,0,0,162,213.916,119.364,74,177,1064.28
20240401B03,合計（確報値）,約定量合計（電源属地別）[MW],124,144,0,0,153,213.916,119.364,60,127,941.28
20240401B03,合計（確報値）,応札件数（電源属地別）[件],1,5,0,0,2,10,5,5,9,37
20240401B03,合計（確報値）,約定件数（電源属地別）[件],1,4,0,0,2,10,5,5,8,35
20240401B03,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],3.91,1.07,0,0,2.19,0.34,1.9,0.79,3.36,3.91
20240401B03,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],3.91,0.34,0,0,1.6,0.34,1.23,0.34,1.61,0.34
20240401B03,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],3.91,0.67,0,0,1.83,0.34,1.5,0.62,2.67,1.58
20240401B03,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],3.91,1.07,0,0,2.19,0.34,1.9,0.79,3.36,3.91
20240401B03,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],3.91,0.34,0,0,1.6,0.34,1.23,0.34,1.61,0.34
20240401B03,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],3.91,0.67,0,0,1.83,0.34,1.5,0.62,2.67,1.58
20240401B03,合計（確報値）,約定量合計（TSO別）[MW],124,144,0,0,153,213.916,119.364,60,127,941.28
20240401B03,合計（確報値）,（内訳）自エリアからの約定量[MW],124,144,0,0,153,213.916,119.364,60,127,941.28
20240401B04,システム約定結果,募集量（TSO別）[MW],119,386,856,564,112,485,254,116,398,3290
20240401B04,システム約定結果,応札量合計（電源属地別）[MW],87,112,0,0,162,305.974,109.464,100,50,926.438
20240401B04,システム約定結果,落札量合計（電源属地別）[MW],87,112,0,0,162,305.974,109.464,100,50,926.438
20240401B04,システム約定結果,応札件数（電源属地別）[件],2,3,0,0,2,10,4,6,1,28
20240401B04,システム約定結果,落札件数（電源属地別）[件],2,3,0,0,2,10,4,6,1,28
20240401B04,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],1,6.36,0,0,1.18,4.51,0.34,5.35,12.51,12.51
20240401B04,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],0.34,0.34,0,0,0.59,0.34,0.34,0.34,12.51,0.34
20240401B04,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],0.35,3.27,0,0,0.81,2.31,0.34,2.03,12.51,2.27
20240401B04,システム約定結果,最高落札価格（TSO別）[円/kW・30分],1,6.36,0,0,1.18,4.51,0.34,5.35,12.51,12.51
20240401B04,システム約定結果,最低落札価格（TSO別）[円/kW・30分],0.34,0.34,0,0,0.59,0.34,0.34,0.34,12.51,0.34
20240401B04,システム約定結果,平均落札価格（TSO別）[円/kW・30分],0.35,3.27,0,0,0.81,2.31,0.34,2.03,12.51,2.27
20240401B04,システム約定結果,落札量合計（TSO別）[MW],87,112,0,0,162,305.974,109.464,100,50,926.438
20240401B04,システム約定結果,（内訳）自エリアからの落札量[MW],87,112,0,0,162,305.974,109.464,100,50,926.438
20240401B04,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20240401B04,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,77,77
20240401B04,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,77,77
20240401B04,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,3,3
20240401B04,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,3,3
20240401B04,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,8.31,8.31
20240401B04,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,8.31,8.31
20240401B04,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,8.31,8.31
20240401B04,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,8.31,8.31
20240401B04,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,8.31,8.31
20240401B04,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,8.31,8.31
20240401B04,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,77,77
20240401B04,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,77,77
20240401B04,合計（確報値）,募集量（TSO別）[MW],119,386,856,564,112,485,254,116,398,3290
20240401B04,合計（確報値）,応札量合計（電源属地別）[MW],87,162,0,0,162,305.974,109.464,100,127,1053.438
20240401B04,合計（確報値）,約定量合計（電源属地別）[MW],87,112,0,0,162,305.974,109.464,100,127,1003.438
20240401B04,合計（確報値）,応札件数（電源属地別）[件],2,5,0,0,2,10,4,6,4,33
20240401B04,合計（確報値）,約定件数（電源属地別）[件],2,4,0,0,2,10,4,6,4,32
20240401B04,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],1,1.26,0,0,1.18,4.51,0.34,5.35,12.51,12.51
20240401B04,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],0.34,0.34,0,0,0.59,0.34,0.34,0.34,8.31,0.34
20240401B04,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],0.35,0.59,0,0,0.81,2.31,0.34,2.03,9.96,2.43
20240401B04,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],1,1.26,0,0,1.18,4.51,0.34,5.35,12.51,12.51
20240401B04,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],0.34,0.34,0,0,0.59,0.34,0.34,0.34,8.31,0.34
20240401B04,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],0.35,0.59,0,0,0.81,2.31,0.34,2.03,9.96,2.43
20240401B04,合計（確報値）,約定量合計（TSO別）[MW],87,112,0,0,162,305.974,109.464,100,127,1003.438
20240401B04,合計（確報値）,（内訳）自エリアからの約定量[MW],87,112,0,0,162,305.974,109.464,100,127,1003.438
20240401B05,システム約定結果,募集量（TSO別）[MW],130,378,924,550,107,482,267,120,401,3359
20240401B05,システム約定結果,応札量合計（電源属地別）[MW],131,112,0,0,162,305.974,88.384,105,319,1223.358
20240401B05,システム約定結果,落札量合計（電源属地別）[MW],130,112,0,0,162,305.974,88.384,105,319,1222.358
20240401B05,システム約定結果,応札件数（電源属地別）[件],2,3,0,0,2,10,4,6,4,31
20240401B05,システム約定結果,落札件数（電源属地別）[件],2,3,0,0,2,10,4,6,4,31
20240401B05,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],4.36,6.28,0,0,0.34,5.03,0.34,1.47,18.02,18.02
20240401B05,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],1,0.34,0,0,0.34,0.34,0.34,0.34,0.34,0.34
20240401B05,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],4.33,3.36,0,0,0.34,2.58,0.34,1.01,10.95,4.43
20240401B05,システム約定結果,最高落札価格（TSO別）[円/kW・30分],4.36,6.28,0,0,0.34,5.03,0.34,1.47,18.02,18.02
20240401B05,システム約定結果,最低落札価格（TSO別）[円/kW・30分],1,0.34,0,0,0.34,0.34,0.34,0.34,0.34,0.34
20240401B05,システム約定結果,平均落札価格（TSO別）[円/kW・30分],4.33,3.36,0,0,0.34,2.58,0.34,1.01,10.95,4.43
20240401B05,システム約定結果,落札量合計（TSO別）[MW],130,112,0,0,162,305.974,88.384,105,319,1222.358
20240401B05,システム約定結果,（内訳）自エリアからの落札量[MW],130,112,0,0,162,305.974,88.384,105,319,1222.358
20240401B05,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20240401B05,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,77,77
20240401B05,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,77,77
20240401B05,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,4,4
20240401B05,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,4,4
20240401B05,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,9.73,9.73
20240401B05,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,9.73,9.73
20240401B05,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,9.73,9.73
20240401B05,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,9.73,9.73
20240401B05,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,9.73,9.73
20240401B05,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,9.73,9.73
20240401B05,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,77,77
20240401B05,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,77,77
20240401B05,合計（確報値）,募集量（TSO別）[MW],130,378,924,550,107,482,267,120,401,3359
20240401B05,合計（確報値）,応札量合計（電源属地別）[MW],131,162,0,0,162,305.974,88.384,105,396,1350.358
20240401B05,合計（確報値）,約定量合計（電源属地別）[MW],130,112,0,0,162,305.974,88.384,105,396,1299.358
20240401B05,合計（確報値）,応札件数（電源属地別）[件],2,5,0,0,2,10,4,6,8,37
20240401B05,合計（確報値）,約定件数（電源属地別）[件],2,4,0,0,2,10,4,6,8,36
20240401B05,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],4.36,1.71,0,0,0.34,5.03,0.34,1.47,18.02,18.02
20240401B05,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],1,0.34,0,0,0.34,0.34,0.34,0.34,0.34,0.34
20240401B05,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],4.33,0.71,0,0,0.34,2.58,0.34,1.01,10.71,4.51
20240401B05,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],4.36,1.71,0,0,0.34,5.03,0.34,1.47,18.02,18.02
20240401B05,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],1,0.34,0,0,0.34,0.34,0.34,0.34,0.34,0.34
20240401B05,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],4.33,0.71,0,0,0.34,2.58,0.34,1.01,10.71,4.51
20240401B05,合計（確報値）,約定量合計（TSO別）[MW],130,112,0,0,162,305.974,88.384,105,396,1299.358
20240401B05,合計（確報値）,（内訳）自エリアからの約定量[MW],130,112,0,0,162,305.974,88.384,105,396,1299.358
20240401B06,システム約定結果,募集量（TSO別）[MW],106,342,817,498,106,469,249,104,408,3099
20240401B06,システム約定結果,応札量合計（電源属地別）[MW],106,114,0,0,162,269.434,119.364,74,50,894.798
20240401B06,システム約定結果,落札量合計（電源属地別）[MW],106,114,0,0,162,269.434,119.364,74,50,894.798
20240401B06,システム約定結果,応札件数（電源属地別）[件],1,3,0,0,2,10,5,5,1,27
20240401B06,システム約定結果,落札件数（電源属地別）[件],1,3,0,0,2,10,5,5,1,27
20240401B06,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],4.24,4.4,0,0,2.03,2.89,1.76,3,7.78,7.78
20240401B06,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],4.24,1.66,0,0,1.44,0.34,1.3,0.34,7.78,0.34
20240401B06,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],4.24,2.46,0,0,1.66,1.27,1.49,1.77,7.78,2.28
20240401B06,システム約定結果,最高落札価格（TSO別）[円/kW・30分],4.24,4.4,0,0,2.03,2.89,1.76,3,7.78,7.78
20240401B06,システム約定結果,最低落札価格（TSO別）[円/kW・30分],4.24,1.66,0,0,1.44,0.34,1.3,0.34,7.78,0.34
20240401B06,システム約定結果,平均落札価格（TSO別）[円/kW・30分],4.24,2.46,0,0,1.66,1.27,1.49,1.77,7.78,2.28
20240401B06,システム約定結果,落札量合計（TSO別）[MW],106,114,0,0,162,269.434,119.364,74,50,894.798
20240401B06,システム約定結果,（内訳）自エリアからの落札量[MW],106,114,0,0,162,269.434,119.364,74,50,894.798
20240401B06,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20240401B06,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,77,77
20240401B06,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,77,77
20240401B06,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,3,3
20240401B06,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,3,3
20240401B06,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,4.49,4.49
20240401B06,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,4.49,4.49
20240401B06,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,4.49,4.49
20240401B06,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,4.49,4.49
20240401B06,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,4.49,4.49
20240401B06,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,4.49,4.49
20240401B06,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,77,77
20240401B06,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,77,77
20240401B06,合計（確報値）,募集量（TSO別）[MW],106,342,817,498,106,469,249,104,408,3099
20240401B06,合計（確報値）,応札量合計（電源属地別）[MW],106,164,0,0,162,269.434,119.364,74,127,1021.798
20240401B06,合計（確報値）,約定量合計（電源属地別）[MW],106,114,0,0,162,245.488,119.364,74,127,947.852
20240401B06,合計（確報値）,応札件数（電源属地別）[件],1,5,0,0,2,10,5,5,4,32
20240401B06,合計（確報値）,約定件数（電源属地別）[件],1,4,0,0,2,9,5,5,4,30
20240401B06,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],4.24,4.4,0,0,2.03,2.89,1.76,3,7.78,7.78
20240401B06,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],4.24,0.89,0,0,1.44,0.34,1.3,0.34,4.49,0.34
20240401B06,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],4.24,2.12,0,0,1.66,1.36,1.49,1.77,5.79,2.46
20240401B06,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],4.24,4.4,0,0,2.03,2.89,1.76,3,7.78,7.78
20240401B06,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],4.24,0.89,0,0,1.44,0.34,1.3,0.34,4.49,0.34
20240401B06,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],4.24,2.12,0,0,1.66,1.36,1.49,1.77,5.79,2.46
20240401B06,合計（確報値）,約定量合計（TSO別）[MW],106,114,0,0,162,245.488,119.364,74,127,947.852
20240401B06,合計（確報値）,（内訳）自エリアからの約定量[MW],106,114,0,0,162,245.488,119.364,74,127,947.852
20240401B07,システム約定結果,募集量（TSO別）[MW],109,264,825,492,98,455,245,86,283,2857
20240401B07,システム約定結果,応札量合計（電源属地別）[MW],109,82,0,0,138,213.916,119.364,87,50,799.28
20240401B07,システム約定結果,落札量合計（電源属地別）[MW],109,82,0,0,98,213.916,119.364,79,50,751.28
20240401B07,システム約定結果,応札件数（電源属地別）[件],1,2,0,0,2,10,5,6,1,27
