H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数,,,,,,,,
20250301B01,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],4,2.53,0,0,1.37,5.38,2.39,1.33,3.02,5.38
20250301B01,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],2.99,1.76,0,0,1.37,0.34,0.34,0.68,0.41,0.34
20250301B01,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],3.14,2.24,0,0,1.37,2.66,1.38,1.01,1.04,1.97
20250301B01,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],4,2.53,0,0,1.37,5.38,2.39,1.33,3.02,5.38
20250301B01,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],2.99,1.76,0,0,1.37,0.34,0.34,0.68,0.41,0.34
20250301B01,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],3.14,2.24,0,0,1.37,2.66,1.38,1.01,1.04,1.97
20250301B01,合計（確報値）,約定量合計（TSO別）[MW],153,80,0,0,102,299.215,167.234,30,237,1068.449
20250301B01,合計（確報値）,（内訳）自エリアからの約定量[MW],153,80,0,0,102,299.215,167.234,30,237,1068.449
20250301B02,システム約定結果,募集量（TSO別）[MW],117,275,807,225,97,472,239,79,289,2600
20250301B02,システム約定結果,応札量合計（電源属地別）[MW],221,80,0,0,102,161.215,215.484,30,149,958.699
20250301B02,システム約定結果,落札量合計（電源属地別）[MW],209,80,0,0,102,161.215,215.484,30,149,946.699
20250301B02,システム約定結果,応札件数（電源属地別）[件],3,4,0,0,1,4,7,2,3,24
20250301B02,システム約定結果,落札件数（電源属地別）[件],3,4,0,0,1,4,7,2,3,24
20250301B02,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],4.15,2.82,0,0,1.41,0.34,3.33,1.44,1.57,4.15
20250301B02,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],3.01,1.98,0,0,1.41,0.34,0.34,0.65,1.08,0.34
20250301B02,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],3.54,2.52,0,0,1.41,0.34,2.21,1.05,1.37,1.96
20250301B02,システム約定結果,最高落札価格（TSO別）[円/kW・30分],4.15,2.82,0,0,1.41,0.34,3.33,1.44,1.57,4.15
20250301B02,システム約定結果,最低落札価格（TSO別）[円/kW・30分],3.01,1.98,0,0,1.41,0.34,0.34,0.65,1.08,0.34
20250301B02,システム約定結果,平均落札価格（TSO別）[円/kW・30分],3.54,2.52,0,0,1.41,0.34,2.21,1.05,1.37,1.96
20250301B02,システム約定結果,落札量合計（TSO別）[MW],209,80,0,0,102,161.215,215.484,30,149,946.699
20250301B02,システム約定結果,（内訳）自エリアからの落札量[MW],209,80,0,0,102,161.215,215.484,30,149,946.699
20250301B02,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250301B02,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B02,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B02,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B02,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B02,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B02,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B02,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B02,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B02,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B02,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B02,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B02,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250301B02,合計（確報値）,募集量（TSO別）[MW],117,275,807,225,97,472,239,79,289,2600
20250301B02,合計（確報値）,応札量合計（電源属地別）[MW],221,80,0,0,102,161.215,215.484,30,149,958.699
20250301B02,合計（確報値）,約定量合計（電源属地別）[MW],209,80,0,0,102,161.215,167.234,30,149,898.449
20250301B02,合計（確報値）,応札件数（電源属地別）[件],3,4,0,0,1,4,7,2,3,24
20250301B02,合計（確報値）,約定件数（電源属地別）[件],3,4,0,0,1,4,6,2,3,23
20250301B02,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],4.15,2.82,0,0,1.41,0.34,3.33,1.44,1.57,4.15
20250301B02,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],3.01,1.98,0,0,1.41,0.34,0.34,0.65,1.08,0.34
20250301B02,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],3.54,2.52,0,0,1.41,0.34,1.92,1.05,1.37,1.89
20250301B02,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],4.15,2.82,0,0,1.41,0.34,3.33,1.44,1.57,4.15
20250301B02,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],3.01,1.98,0,0,1.41,0.34,0.34,0.65,1.08,0.34
20250301B02,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],3.54,2.52,0,0,1.41,0.34,1.92,1.05,1.37,1.89
20250301B02,合計（確報値）,約定量合計（TSO別）[MW],209,80,0,0,102,161.215,167.234,30,149,898.449
20250301B02,合計（確報値）,（内訳）自エリアからの約定量[MW],209,80,0,0,102,161.215,167.234,30,149,898.449
20250301B03,システム約定結果,募集量（TSO別）[MW],124,335,876,255,104,500,269,103,303,2869
20250301B03,システム約定結果,応札量合計（電源属地別）[MW],221,80,0,0,164,161.215,216.452,30,149,1021.667
20250301B03,システム約定結果,落札量合計（電源属地別）[MW],221,80,0,0,164,161.215,216.452,30,149,1021.667
20250301B03,システム約定結果,応札件数（電源属地別）[件],3,4,0,0,2,4,7,2,3,25
20250301B03,システム約定結果,落札件数（電源属地別）[件],3,4,0,0,2,4,7,2,3,25
20250301B03,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],5.04,3.03,0,0,2.76,0.34,2.79,1.64,1.9,5.04
20250301B03,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],1.96,2.12,0,0,1.86,0.34,0.37,0.6,1.49,0.34
20250301B03,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],3.45,2.72,0,0,2.2,0.34,1.87,1.12,1.73,2.05
20250301B03,システム約定結果,最高落札価格（TSO別）[円/kW・30分],5.04,3.03,0,0,2.76,0.34,2.79,1.64,1.9,5.04
20250301B03,システム約定結果,最低落札価格（TSO別）[円/kW・30分],1.96,2.12,0,0,1.86,0.34,0.37,0.6,1.49,0.34
20250301B03,システム約定結果,平均落札価格（TSO別）[円/kW・30分],3.45,2.72,0,0,2.2,0.34,1.87,1.12,1.73,2.05
20250301B03,システム約定結果,落札量合計（TSO別）[MW],221,80,0,0,164,161.215,216.452,30,149,1021.667
20250301B03,システム約定結果,（内訳）自エリアからの落札量[MW],221,80,0,0,164,161.215,216.452,30,149,1021.667
20250301B03,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250301B03,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250301B03,合計（確報値）,募集量（TSO別）[MW],124,335,876,255,104,500,269,103,303,2869
20250301B03,合計（確報値）,応札量合計（電源属地別）[MW],221,100,0,0,164,161.215,216.454,30,149,1041.669
20250301B03,合計（確報値）,約定量合計（電源属地別）[MW],221,80,0,0,164,161.215,167.236,30,149,972.451
20250301B03,合計（確報値）,応札件数（電源属地別）[件],3,6,0,0,2,4,8,2,3,28
20250301B03,合計（確報値）,約定件数（電源属地別）[件],3,5,0,0,2,4,7,2,3,26
20250301B03,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],5.04,3.03,0,0,2.76,0.34,2.79,1.64,1.9,5.04
20250301B03,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],1.96,2.12,0,0,1.86,0.34,0.37,0.6,1.49,0.34
20250301B03,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],3.45,2.72,0,0,2.2,0.34,1.62,1.12,1.73,2.01
20250301B03,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],5.04,3.03,0,0,2.76,0.34,2.79,1.64,1.9,5.04
20250301B03,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],1.96,2.12,0,0,1.86,0.34,0.37,0.6,1.49,0.34
20250301B03,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],3.45,2.72,0,0,2.2,0.34,1.62,1.12,1.73,2.01
20250301B03,合計（確報値）,約定量合計（TSO別）[MW],221,80,0,0,164,161.215,167.236,30,149,972.451
20250301B03,合計（確報値）,（内訳）自エリアからの約定量[MW],221,80,0,0,164,161.215,167.236,30,149,972.451
20250301B04,システム約定結果,募集量（TSO別）[MW],117,392,861,291,112,495,266,128,413,3075
20250301B04,システム約定結果,応札量合計（電源属地別）[MW],155,60,0,0,167,161.215,216.452,30,311,1100.667
20250301B04,システム約定結果,落札量合計（電源属地別）[MW],155,60,0,0,167,161.215,216.452,30,311,1100.667
20250301B04,システム約定結果,応札件数（電源属地別）[件],3,3,0,0,2,4,7,2,4,25
20250301B04,システム約定結果,落札件数（電源属地別）[件],3,3,0,0,2,4,7,2,4,25
20250301B04,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],6.72,5.28,0,0,0.45,0.34,0.38,6.19,5.89,6.72
20250301B04,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],0.34,5.21,0,0,0.34,0.34,0.34,1.28,0.34,0.34
20250301B04,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],4.58,5.26,0,0,0.38,0.34,0.36,3.74,2.27,1.85
20250301B04,システム約定結果,最高落札価格（TSO別）[円/kW・30分],6.72,5.28,0,0,0.45,0.34,0.38,6.19,5.89,6.72
20250301B04,システム約定結果,最低落札価格（TSO別）[円/kW・30分],0.34,5.21,0,0,0.34,0.34,0.34,1.28,0.34,0.34
20250301B04,システム約定結果,平均落札価格（TSO別）[円/kW・30分],4.58,5.26,0,0,0.38,0.34,0.36,3.74,2.27,1.85
20250301B04,システム約定結果,落札量合計（TSO別）[MW],155,60,0,0,167,161.215,216.452,30,311,1100.667
20250301B04,システム約定結果,（内訳）自エリアからの落札量[MW],155,60,0,0,167,161.215,216.452,30,311,1100.667
20250301B04,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250301B04,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250301B04,合計（確報値）,募集量（TSO別）[MW],117,392,861,291,112,495,266,128,413,3075
20250301B04,合計（確報値）,応札量合計（電源属地別）[MW],155,60,0,0,167,161.215,216.452,30,448,1237.667
20250301B04,合計（確報値）,約定量合計（電源属地別）[MW],155,60,0,0,167,161.215,167.234,30,311,1051.449
20250301B04,合計（確報値）,応札件数（電源属地別）[件],3,3,0,0,2,4,7,2,8,29
20250301B04,合計（確報値）,約定件数（電源属地別）[件],3,3,0,0,2,4,6,2,6,26
20250301B04,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],6.72,5.28,0,0,0.45,0.34,0.38,6.19,0.97,6.72
20250301B04,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],0.34,5.21,0,0,0.34,0.34,0.34,1.28,0.34,0.34
20250301B04,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],4.58,5.26,0,0,0.38,0.34,0.35,3.74,0.56,1.42
20250301B04,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],6.72,5.28,0,0,0.45,0.34,0.38,6.19,0.97,6.72
20250301B04,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],0.34,5.21,0,0,0.34,0.34,0.34,1.28,0.34,0.34
20250301B04,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],4.58,5.26,0,0,0.38,0.34,0.35,3.74,0.56,1.42
20250301B04,合計（確報値）,約定量合計（TSO別）[MW],155,60,0,0,167,161.215,167.234,30,311,1051.449
20250301B04,合計（確報値）,（内訳）自エリアからの約定量[MW],155,60,0,0,167,161.215,167.234,30,311,1051.449
20250301B05,システム約定結果,募集量（TSO別）[MW],123,398,898,268,115,481,266,124,371,3044
20250301B05,システム約定結果,応札量合計（電源属地別）[MW],141,60,151.043,0,168,161.215,216.452,90,257,1244.71
20250301B05,システム約定結果,落札量合計（電源属地別）[MW],141,60,151.043,0,168,161.215,216.452,90,257,1244.71
20250301B05,システム約定結果,応札件数（電源属地別）[件],2,3,5,0,2,4,7,5,4,32
20250301B05,システム約定結果,落札件数（電源属地別）[件],2,3,5,0,2,4,7,5,4,32
20250301B05,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],6.54,5.45,0.34,0,0.34,0.34,0.34,7.69,7.8,7.8
20250301B05,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],3.62,5.4,0.34,0,0.34,0.34,0.34,0.87,0.34,0.34
20250301B05,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],4.24,5.43,0.34,0,0.34,0.34,0.34,2.6,1.91,1.51
20250301B05,システム約定結果,最高落札価格（TSO別）[円/kW・30分],6.54,5.45,0.34,0,0.34,0.34,0.34,7.69,7.8,7.8
20250301B05,システム約定結果,最低落札価格（TSO別）[円/kW・30分],3.62,5.4,0.34,0,0.34,0.34,0.34,0.87,0.34,0.34
20250301B05,システム約定結果,平均落札価格（TSO別）[円/kW・30分],4.24,5.43,0.34,0,0.34,0.34,0.34,2.6,1.91,1.51
20250301B05,システム約定結果,落札量合計（TSO別）[MW],141,60,151.043,0,168,161.215,216.452,90,257,1244.71
20250301B05,システム約定結果,（内訳）自エリアからの落札量[MW],141,60,151.043,0,168,161.215,216.452,90,257,1244.71
20250301B05,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250301B05,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250301B05,合計（確報値）,募集量（TSO別）[MW],123,398,898,268,115,481,266,124,371,3044
20250301B05,合計（確報値）,応札量合計（電源属地別）[MW],141,60,151.043,0,168,195.796,216.452,90,340,1362.291
20250301B05,合計（確報値）,約定量合計（電源属地別）[MW],141,60,126.754,0,168,161.215,167.234,90,257,1171.203
20250301B05,合計（確報値）,応札件数（電源属地別）[件],2,3,5,0,2,5,7,5,8,37
20250301B05,合計（確報値）,約定件数（電源属地別）[件],2,3,4,0,2,4,6,5,6,32
20250301B05,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],6.54,5.45,0.34,0,0.34,0.34,0.34,7.69,0.34,7.69
20250301B05,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],3.62,5.4,0.34,0,0.34,0.34,0.34,0.87,0.34,0.34
20250301B05,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],4.24,5.43,0.34,0,0.34,0.34,0.34,2.6,0.34,1.24
20250301B05,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],6.54,5.45,0.34,0,0.34,0.34,0.34,7.69,0.34,7.69
20250301B05,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],3.62,5.4,0.34,0,0.34,0.34,0.34,0.87,0.34,0.34
20250301B05,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],4.24,5.43,0.34,0,0.34,0.34,0.34,2.6,0.34,1.24
20250301B05,合計（確報値）,約定量合計（TSO別）[MW],141,60,126.754,0,168,161.215,167.234,90,257,1171.203
20250301B05,合計（確報値）,（内訳）自エリアからの約定量[MW],141,60,126.754,0,168,161.215,167.234,90,257,1171.203
20250301B06,システム約定結果,募集量（TSO別）[MW],135,382,829,240,104,467,253,99,363,2872
20250301B06,システム約定結果,応札量合計（電源属地別）[MW],237.1,80,0,0,102,161.215,216.452,30,257,1083.767
20250301B06,システム約定結果,落札量合計（電源属地別）[MW],199,80,0,0,102,161.215,216.452,30,257,1045.667
20250301B06,システム約定結果,応札件数（電源属地別）[件],4,4,0,0,1,4,7,2,4,26
20250301B06,システム約定結果,落札件数（電源属地別）[件],4,4,0,0,1,4,7,2,4,26
20250301B06,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],4.94,3.39,0,0,1.3,0.34,1.79,2.68,3.67,4.94
20250301B06,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],1.5,2.38,0,0,1.3,0.34,0.34,0.98,1.1,0.34
20250301B06,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],3.52,3.06,0,0,1.3,0.34,1.21,1.83,1.72,1.81
20250301B06,システム約定結果,最高落札価格（TSO別）[円/kW・30分],4.94,3.39,0,0,1.3,0.34,1.79,2.68,3.67,4.94
20250301B06,システム約定結果,最低落札価格（TSO別）[円/kW・30分],1.5,2.38,0,0,1.3,0.34,0.34,0.98,1.1,0.34
20250301B06,システム約定結果,平均落札価格（TSO別）[円/kW・30分],3.52,3.06,0,0,1.3,0.34,1.21,1.83,1.72,1.81
20250301B06,システム約定結果,落札量合計（TSO別）[MW],199,80,0,0,102,161.215,216.452,30,257,1045.667
20250301B06,システム約定結果,（内訳）自エリアからの落札量[MW],199,80,0,0,102,161.215,216.452,30,257,1045.667
20250301B06,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250301B06,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250301B06,合計（確報値）,募集量（TSO別）[MW],135,382,829,240,104,467,253,99,363,2872
20250301B06,合計（確報値）,応札量合計（電源属地別）[MW],237.1,100,0,0,102,161.215,216.452,30,257,1103.767
20250301B06,合計（確報値）,約定量合計（電源属地別）[MW],199,80,0,0,102,161.215,167.234,30,257,996.449
20250301B06,合計（確報値）,応札件数（電源属地別）[件],4,5,0,0,1,4,7,2,4,27
20250301B06,合計（確報値）,約定件数（電源属地別）[件],4,4,0,0,1,4,6,2,4,25
20250301B06,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],4.94,3.39,0,0,1.3,0.34,1.79,2.68,3.67,4.94
20250301B06,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],1.5,2.38,0,0,1.3,0.34,0.34,0.98,1.1,0.34
20250301B06,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],3.52,3.06,0,0,1.3,0.34,1.06,1.83,1.72,1.81
20250301B06,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],4.94,3.39,0,0,1.3,0.34,1.79,2.68,3.67,4.94
20250301B06,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],1.5,2.38,0,0,1.3,0.34,0.34,0.98,1.1,0.34
20250301B06,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],3.52,3.06,0,0,1.3,0.34,1.06,1.83,1.72,1.81
20250301B06,合計（確報値）,約定量合計（TSO別）[MW],199,80,0,0,102,161.215,167.234,30,257,996.449
20250301B06,合計（確報値）,（内訳）自エリアからの約定量[MW],199,80,0,0,102,161.215,167.234,30,257,996.449
20250301B07,システム約定結果,募集量（TSO別）[MW],125,294,814,217,96,454,249,87,275,2611
20250301B07,システム約定結果,応札量合計（電源属地別）[MW],221,80,0,0,102,161.215,216.452,30,215,1025.667
20250301B07,システム約定結果,落札量合計（電源属地別）[MW],195,80,0,0,102,161.215,216.452,30,215,999.667
20250301B07,システム約定結果,応札件数（電源属地別）[件],3,4,0,0,1,4,7,2,5,26
20250301B07,システム約定結果,落札件数（電源属地別）[件],3,4,0,0,1,4,7,2,5,26
