H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数,,,,,,,,
20250301B01,合計（確報値）,約定件数（電源属地別）[件],4,5,0,0,1,5,7,3,6,31
20250301B01,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],4,2.53,0,0,1.37,5.38,2.39,1.33,19.51,19.51
20250301B01,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],2.99,1.26,0,0,1.37,0.34,0.34,0.34,0.41,0.34
20250301B01,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],3.15,2.22,0,0,1.37,1.82,1.49,0.56,1.35,1.88
20250301B01,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],4,2.53,0,0,1.37,5.38,2.39,1.33,19.51,19.51
20250301B01,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],2.99,1.26,0,0,1.37,0.34,0.34,0.34,0.34,0.34
20250301B01,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],3.15,2.22,0,0,1.37,1.82,1.35,0.56,1.48,1.88
20250301B01,合計（確報値）,約定量合計（TSO別）[MW],255,730.67,0,0,148,642,234.664,138,352.979,2501.313
20250301B01,合計（確報値）,（内訳）自エリアからの約定量[MW],255,730.67,0,0,148,640.158,234.664,138,240.979,2387.471
20250301B02,システム約定結果,募集量（TSO別）[MW],248,588,1196,315,147,712,361,143,437,4147
20250301B02,システム約定結果,応札量合計（電源属地別）[MW],353.99,730.67,76.75,0,147,808.659,547.819,130,153.979,2948.867
20250301B02,システム約定結果,落札量合計（電源属地別）[MW],310,730.67,76.75,0,147,699.158,417.842,130,152.979,2664.399
20250301B02,システム約定結果,応札件数（電源属地別）[件],4,5,2,0,1,4,7,3,5,31
20250301B02,システム約定結果,落札件数（電源属地別）[件],3,5,2,0,1,4,7,3,5,30
20250301B02,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],4.15,2.82,16.6,0,1.41,0.34,3.33,1.44,19.51,19.51
20250301B02,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],3.01,1.26,0.33,0,1.41,0.34,0.34,0.34,1.08,0.33
20250301B02,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],3.57,2.5,0.72,0,1.41,0.34,2.32,0.57,1.84,1.79
20250301B02,システム約定結果,最高落札価格（TSO別）[円/kW・30分],4.15,2.82,16.6,0,1.41,0.34,3.33,1.44,19.51,19.51
20250301B02,システム約定結果,最低落札価格（TSO別）[円/kW・30分],3.01,1.26,0.33,0,1.41,0.34,0.34,0.34,0.34,0.33
20250301B02,システム約定結果,平均落札価格（TSO別）[円/kW・30分],3.57,2.5,0.72,0,1.41,0.34,2.3,0.57,1.62,1.79
20250301B02,システム約定結果,落札量合計（TSO別）[MW],310,730.67,76.75,0,147,602,298,130,369.979,2664.399
20250301B02,システム約定結果,（内訳）自エリアからの落札量[MW],310,730.67,76.75,0,147,602,298,130,152.979,2447.399
20250301B02,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250301B02,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B02,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B02,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B02,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B02,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B02,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B02,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B02,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B02,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B02,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B02,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B02,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250301B02,合計（確報値）,募集量（TSO別）[MW],248,588,1196,315,147,712,361,143,437,4147
20250301B02,合計（確報値）,応札量合計（電源属地別）[MW],353.99,730.67,76.75,0,147,808.659,547.829,130,153.979,2948.877
20250301B02,合計（確報値）,約定量合計（電源属地別）[MW],310,730.67,76.75,0,147,699.158,338.506,130,152.979,2585.063
20250301B02,合計（確報値）,応札件数（電源属地別）[件],4,5,2,0,1,4,8,3,5,32
20250301B02,合計（確報値）,約定件数（電源属地別）[件],3,5,2,0,1,4,7,3,5,30
20250301B02,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],4.15,2.82,16.6,0,1.41,0.34,3.33,1.44,19.51,19.51
20250301B02,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],3.01,1.26,0.33,0,1.41,0.34,0.34,0.34,1.08,0.33
20250301B02,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],3.57,2.5,0.72,0,1.41,0.34,2.11,0.57,1.84,1.74
20250301B02,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],4.15,2.82,16.6,0,1.41,0.34,3.33,1.44,19.51,19.51
20250301B02,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],3.01,1.26,0.33,0,1.41,0.34,0.34,0.34,0.34,0.33
20250301B02,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],3.57,2.5,0.72,0,1.41,0.34,1.97,0.57,1.61,1.74
20250301B02,合計（確報値）,約定量合計（TSO別）[MW],310,730.67,76.75,0,147,602,219.391,130,369.252,2585.063
20250301B02,合計（確報値）,（内訳）自エリアからの約定量[MW],310,730.67,76.75,0,147,602,219.391,130,152.979,2368.79
20250301B03,システム約定結果,募集量（TSO別）[MW],288,929,1853,615,232,1061,518,260,680,6436
20250301B03,システム約定結果,応札量合計（電源属地別）[MW],416.3,721.5,330.95,1.5,232,808.659,501.393,204,153.979,3370.281
20250301B03,システム約定結果,落札量合計（電源属地別）[MW],329,721.5,330.95,1.5,232,808.659,501.393,204,153.979,3282.981
20250301B03,システム約定結果,応札件数（電源属地別）[件],4,5,4,1,2,4,7,3,5,35
20250301B03,システム約定結果,落札件数（電源属地別）[件],3,5,4,1,2,4,7,3,5,34
20250301B03,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],5.04,7.21,16.6,7.21,2.76,0.34,2.79,1.64,19.51,19.51
20250301B03,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],1.96,2.12,0.33,7.21,1.86,0.34,0.37,0.34,1.49,0.33
20250301B03,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],3.82,2.73,3.65,7.21,2.1,0.34,2.08,0.49,2.19,2.04
20250301B03,システム約定結果,最高落札価格（TSO別）[円/kW・30分],5.04,7.21,16.6,7.21,2.76,2.72,2.79,2.33,19.51,19.51
20250301B03,システム約定結果,最低落札価格（TSO別）[円/kW・30分],1.96,2.12,0.33,7.21,1.86,0.34,0.34,0.34,0.34,0.33
20250301B03,システム約定結果,平均落札価格（TSO別）[円/kW・30分],3.82,2.73,3.65,7.21,2.13,0.59,1.99,0.62,1.42,2.04
20250301B03,システム約定結果,落札量合計（TSO別）[MW],329,721.5,330.95,1.5,209,880.548,412,133.504,264.979,3282.981
20250301B03,システム約定結果,（内訳）自エリアからの落札量[MW],329,721.5,330.95,1.5,209,752.929,397,129.73,153.979,3025.588
20250301B03,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250301B03,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250301B03,合計（確報値）,募集量（TSO別）[MW],288,929,1853,615,232,1061,518,260,680,6436
20250301B03,合計（確報値）,応札量合計（電源属地別）[MW],416.3,901.5,330.95,1.5,232,927.04,520.383,204,153.979,3687.652
20250301B03,合計（確報値）,約定量合計（電源属地別）[MW],329,721.5,330.95,1.5,232,808.659,422.059,204,153.979,3203.647
20250301B03,合計（確報値）,応札件数（電源属地別）[件],4,9,4,1,2,6,9,3,5,43
20250301B03,合計（確報値）,約定件数（電源属地別）[件],3,8,4,1,2,6,8,3,5,40
20250301B03,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],5.04,7.21,16.6,7.21,2.76,0.34,2.79,1.64,19.51,19.51
20250301B03,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],1.96,2.12,0.33,7.21,1.86,0.34,0.37,0.34,1.49,0.33
20250301B03,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],3.82,2.73,3.65,7.21,2.1,0.34,1.96,0.49,2.19,2.02
20250301B03,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],5.04,7.21,16.6,7.21,2.76,2.72,2.79,2.33,19.51,19.51
20250301B03,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],1.96,2.12,0.33,7.21,1.86,0.34,0.34,0.34,0.34,0.33
20250301B03,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],3.82,2.73,3.65,7.21,2.13,0.54,1.87,0.62,1.42,2.02
20250301B03,合計（確報値）,約定量合計（TSO別）[MW],329,721.5,330.95,1.5,209,859.609,353.605,133.504,264.979,3203.647
20250301B03,合計（確報値）,（内訳）自エリアからの約定量[MW],329,721.5,330.95,1.5,209,752.929,338.605,129.73,153.979,2967.193
20250301B04,システム約定結果,募集量（TSO別）[MW],346,1136,2110,1100,285,1356,664,328,815,8140
20250301B04,システム約定結果,応札量合計（電源属地別）[MW],396.29,550.67,739.95,0,285,808.659,501.393,210,818.979,4310.941
20250301B04,システム約定結果,落札量合計（電源属地別）[MW],355.3,550.67,739.95,0,285,808.659,501.393,210,640.979,4091.951
20250301B04,システム約定結果,応札件数（電源属地別）[件],6,4,7,0,2,4,7,3,8,41
20250301B04,システム約定結果,落札件数（電源属地別）[件],4,4,7,0,2,4,7,3,8,39
20250301B04,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],17.94,5.28,16.6,0,0.45,0.34,0.38,6.19,19.51,19.51
20250301B04,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],0.34,1.26,0.33,0,0.34,0.34,0.34,0.34,0.34,0.33
20250301B04,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],7,5.18,4.14,0,0.37,0.34,0.36,0.96,2.38,2.61
20250301B04,システム約定結果,最高落札価格（TSO別）[円/kW・30分],17.94,5.28,16.6,0,0.45,0.34,0.38,6.19,19.51,19.51
20250301B04,システム約定結果,最低落札価格（TSO別）[円/kW・30分],0.34,1.26,0.33,0,0.34,0.34,0.34,0.34,0.34,0.33
20250301B04,システム約定結果,平均落札価格（TSO別）[円/kW・30分],7,5.07,4.07,0,0.37,0.34,0.36,0.99,2.38,2.61
20250301B04,システム約定結果,落札量合計（TSO別）[MW],355.3,662.87,627.75,0,275,800.246,529.393,200.413,640.979,4091.951
20250301B04,システム約定結果,（内訳）自エリアからの落札量[MW],355.3,550.67,627.75,0,275,790.246,501.393,200.413,640.979,3941.751
20250301B04,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250301B04,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250301B04,合計（確報値）,募集量（TSO別）[MW],346,1136,2110,1100,285,1356,664,328,815,8140
20250301B04,合計（確報値）,応札量合計（電源属地別）[MW],396.29,550.67,739.95,0,285,927.04,520.381,210,1067.979,4697.31
20250301B04,合計（確報値）,約定量合計（電源属地別）[MW],355.3,550.67,739.95,0,285,808.659,422.057,210,640.979,4012.615
20250301B04,合計（確報値）,応札件数（電源属地別）[件],6,4,7,0,2,6,8,3,14,50
20250301B04,合計（確報値）,約定件数（電源属地別）[件],4,4,7,0,2,6,7,3,12,45
20250301B04,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],17.94,5.28,16.6,0,0.45,0.34,0.38,6.19,19.51,19.51
20250301B04,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],0.34,1.26,0.33,0,0.34,0.34,0.34,0.34,0.34,0.33
20250301B04,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],7,5.18,4.14,0,0.37,0.34,0.35,0.96,0.69,2.39
20250301B04,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],17.94,5.28,16.6,0,0.45,0.34,0.38,6.19,19.51,19.51
20250301B04,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],0.34,1.26,0.33,0,0.34,0.34,0.34,0.34,0.34,0.33
20250301B04,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],7,5.07,4.07,0,0.37,0.34,0.35,0.99,0.69,2.39
20250301B04,合計（確報値）,約定量合計（TSO別）[MW],355.3,662.87,627.75,0,275,800.246,450.057,200.413,640.979,4012.615
20250301B04,合計（確報値）,（内訳）自エリアからの約定量[MW],355.3,550.67,627.75,0,275,790.246,422.057,200.413,640.979,3862.415
20250301B05,システム約定結果,募集量（TSO別）[MW],342,1034,2247,1087,286,1306,657,412,697,8068
20250301B05,システム約定結果,応札量合計（電源属地別）[MW],392.29,550.67,1137.834,0,286,808.659,501.393,270,698.989,4645.835
20250301B05,システム約定結果,落札量合計（電源属地別）[MW],373.3,550.67,1137.834,0,286,808.659,501.393,270,570.989,4498.845
20250301B05,システム約定結果,応札件数（電源属地別）[件],5,4,10,0,2,4,7,6,7,45
20250301B05,システム約定結果,落札件数（電源属地別）[件],3,4,10,0,2,4,7,6,7,43
20250301B05,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],15.12,5.45,16.6,0,0.34,0.34,0.34,7.69,19.51,19.51
20250301B05,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],3.62,1.26,0.33,0,0.34,0.34,0.34,0.34,0.34,0.33
20250301B05,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],6.13,5.35,2.52,0,0.34,0.34,0.34,1.21,1.84,2.23
20250301B05,システム約定結果,最高落札価格（TSO別）[円/kW・30分],15.12,5.45,16.6,4.54,0.34,1.36,0.34,7.69,19.51,19.51
20250301B05,システム約定結果,最低落札価格（TSO別）[円/kW・30分],3.62,0.34,0.33,4.54,0.34,0.34,0.34,0.34,0.34,0.33
20250301B05,システム約定結果,平均落札価格（TSO別）[円/kW・30分],6.13,4.81,2.17,4.54,0.34,0.36,0.34,1.24,1.84,2.23
20250301B05,システム約定結果,落札量合計（TSO別）[MW],373.3,735.67,865.834,87,280,813.496,534.454,238.102,570.989,4498.845
20250301B05,システム約定結果,（内訳）自エリアからの落札量[MW],373.3,550.67,865.834,0,280,771.557,484.454,238.102,570.989,4134.906
20250301B05,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250301B05,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250301B05,合計（確報値）,募集量（TSO別）[MW],342,1034,2247,1087,286,1306,657,412,697,8068
20250301B05,合計（確報値）,応札量合計（電源属地別）[MW],392.29,550.67,1137.834,0,286,961.621,520.381,270,837.989,4956.785
20250301B05,合計（確報値）,約定量合計（電源属地別）[MW],373.3,550.67,1066.71,0,286,808.659,422.057,270,570.989,4348.385
20250301B05,合計（確報値）,応札件数（電源属地別）[件],5,4,10,0,2,6,8,6,12,53
20250301B05,合計（確報値）,約定件数（電源属地別）[件],3,4,9,0,2,6,7,6,10,47
20250301B05,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],15.12,5.45,16.6,0,0.34,0.34,0.34,7.69,19.51,19.51
20250301B05,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],3.62,1.26,0.33,0,0.34,0.34,0.34,0.34,0.34,0.33
20250301B05,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],6.13,5.35,2.66,0,0.34,0.34,0.34,1.21,0.41,2.1
20250301B05,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],15.12,5.45,16.6,4.54,0.34,1.36,0.34,7.69,19.51,19.51
20250301B05,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],3.62,0.34,0.33,4.54,0.34,0.34,0.34,0.34,0.34,0.33
20250301B05,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],6.13,4.81,2.33,4.54,0.34,0.36,0.34,1.24,0.41,2.1
20250301B05,合計（確報値）,約定量合計（TSO別）[MW],373.3,735.67,794.71,87,280,796.557,472.057,238.102,570.989,4348.385
20250301B05,合計（確報値）,（内訳）自エリアからの約定量[MW],373.3,550.67,794.71,0,280,771.557,422.057,238.102,570.989,4001.385
20250301B06,システム約定結果,募集量（TSO別）[MW],242,768,1742,498,207,1133,529,315,684,6118
20250301B06,システム約定結果,応札量合計（電源属地別）[MW],370.09,730.67,421.75,0,207,808.659,501.393,210,634.903,3884.465
20250301B06,システム約定結果,落札量合計（電源属地別）[MW],300,730.67,421.75,0,207,808.659,501.393,210,506.979,3686.451
20250301B06,システム約定結果,応札件数（電源属地別）[件],5,5,4,0,1,4,7,3,9,38
20250301B06,システム約定結果,落札件数（電源属地別）[件],4,5,4,0,1,4,7,3,8,36
20250301B06,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],4.94,3.39,16.6,0,1.3,0.34,1.79,2.68,19.51,19.51
20250301B06,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],1.5,1.26,4.54,0,1.3,0.34,0.34,0.34,1.1,0.34
20250301B06,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],3.87,3.03,4.59,0,1.3,0.34,1.33,0.64,2.07,2.09
20250301B06,システム約定結果,最高落札価格（TSO別）[円/kW・30分],4.94,3.39,16.6,0,1.3,1.39,1.79,2.68,19.51,19.51
20250301B06,システム約定結果,最低落札価格（TSO別）[円/kW・30分],1.5,1.26,4.54,0,1.3,0.34,0.34,0.34,1.1,0.34
20250301B06,システム約定結果,平均落札価格（TSO別）[円/kW・30分],3.87,3.03,4.59,0,1.3,0.4,1.33,0.63,2.07,2.09
20250301B06,システム約定結果,落札量合計（TSO別）[MW],300,730.67,421.75,0,200,863.052,462,202,506.979,3686.451
20250301B06,システム約定結果,（内訳）自エリアからの落札量[MW],300,730.67,421.75,0,200,808.659,462,202,506.979,3632.058
20250301B06,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250301B06,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250301B06,合計（確報値）,募集量（TSO別）[MW],242,768,1742,498,207,1133,529,315,684,6118
20250301B06,合計（確報値）,応札量合計（電源属地別）[MW],370.09,910.67,421.75,0,207,942.152,520.381,210,634.903,4216.946
20250301B06,合計（確報値）,約定量合計（電源属地別）[MW],300,730.67,421.75,0,207,808.659,422.057,210,506.979,3607.115
20250301B06,合計（確報値）,応札件数（電源属地別）[件],5,8,4,0,1,6,9,3,9,45
20250301B06,合計（確報値）,約定件数（電源属地別）[件],4,7,4,0,1,6,8,3,8,41
20250301B06,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],4.94,3.39,16.6,0,1.3,0.34,1.79,2.68,19.51,19.51
20250301B06,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],1.5,1.26,4.54,0,1.3,0.34,0.34,0.34,1.1,0.34
20250301B06,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],3.87,3.03,4.59,0,1.3,0.34,1.26,0.64,2.07,2.1
20250301B06,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],4.94,3.39,16.6,0,1.3,1.39,1.79,2.68,19.51,19.51
20250301B06,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],1.5,1.26,4.54,0,1.3,0.34,0.34,0.34,1.1,0.34
