H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数,,,,,,,,
20240401B03,システム約定結果,最低落札価格（TSO別）[円/kW・30分],3.91,0.73,0.34,0,1.6,0.34,0.34,0.34,6.91,0.34
20240401B03,システム約定結果,平均落札価格（TSO別）[円/kW・30分],3.91,1.32,0.34,0,1.83,0.35,1.34,0.48,6.91,1.22
20240401B03,システム約定結果,落札量合計（TSO別）[MW],124,687,109.589,0,153,741.736,323.213,122,50,2310.538
20240401B03,システム約定結果,（内訳）自エリアからの落札量[MW],124,687,109.589,0,153,741.736,251.213,122,50,2238.538
20240401B03,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20240401B03,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,72,77,149
20240401B03,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,72,77,149
20240401B03,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,1,7,8
20240401B03,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,1,7,8
20240401B03,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0.34,3.36,3.36
20240401B03,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0.34,3.36,0.34
20240401B03,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0.34,3.36,1.9
20240401B03,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0.34,3.36,3.36
20240401B03,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0.34,3.36,0.34
20240401B03,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0.34,3.36,1.9
20240401B03,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,72,77,149
20240401B03,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,72,77,149
20240401B03,合計（確報値）,募集量（TSO別）[MW],362,721,1606,1467,179,984,518,237,807,6881
20240401B03,合計（確報値）,応札量合計（電源属地別）[MW],124,872,109.589,0,179,741.736,251.213,266,177,2720.538
20240401B03,合計（確報値）,約定量合計（電源属地別）[MW],124,687,109.589,0,153,741.736,251.213,266,127,2459.538
20240401B03,合計（確報値）,応札件数（電源属地別）[件],1,7,4,0,2,13,5,7,9,48
20240401B03,合計（確報値）,約定件数（電源属地別）[件],1,6,4,0,2,13,5,7,8,46
20240401B03,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],3.91,1.07,0.34,0,2.19,0.47,1.9,0.79,3.36,3.91
20240401B03,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],3.91,0.34,0.34,0,1.6,0.34,1.23,0.34,1.61,0.34
20240401B03,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],3.91,0.68,0.34,0,1.83,0.35,1.62,0.41,2.67,0.97
20240401B03,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],3.91,1.07,0.34,0,2.19,0.47,1.9,0.79,3.36,3.91
20240401B03,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],3.91,0.34,0.34,0,1.6,0.34,0.34,0.34,1.61,0.34
20240401B03,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],3.91,0.68,0.34,0,1.83,0.35,1.34,0.43,2.67,0.97
20240401B03,合計（確報値）,約定量合計（TSO別）[MW],124,687,109.589,0,153,741.736,323.213,194,127,2459.538
20240401B03,合計（確報値）,（内訳）自エリアからの約定量[MW],124,687,109.589,0,153,741.736,251.213,194,127,2387.538
20240401B04,システム約定結果,募集量（TSO別）[MW],396,660,2461,1264,224,1114,636,287,760,7802
20240401B04,システム約定結果,応札量合計（電源属地別）[MW],99.5,487,576.681,0,224,1594.332,221.513,264,50,3517.026
20240401B04,システム約定結果,落札量合計（電源属地別）[MW],99.5,487,576.681,0,210,1594.332,221.513,264,50,3503.026
20240401B04,システム約定結果,応札件数（電源属地別）[件],3,3,7,0,2,11,4,7,1,38
20240401B04,システム約定結果,落札件数（電源属地別）[件],3,3,7,0,2,11,4,7,1,38
20240401B04,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],1,6.36,1.01,0,1.18,4.51,0.34,5.35,12.51,12.51
20240401B04,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],0.01,0.34,0.34,0,0.59,0.34,0.34,0.34,12.51,0.01
20240401B04,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],0.31,2.82,0.87,0,0.76,2.86,0.34,0.98,12.51,2.16
20240401B04,システム約定結果,最高落札価格（TSO別）[円/kW・30分],1,6.36,1.01,1.01,1.18,4.51,0.34,5.35,12.51,12.51
20240401B04,システム約定結果,最低落札価格（TSO別）[円/kW・30分],0.01,0.34,0.34,1.01,0.59,0.34,0.34,0.34,12.51,0.01
20240401B04,システム約定結果,平均落札価格（TSO別）[円/kW・30分],0.31,2.82,0.86,1.01,0.76,2.86,0.34,0.98,12.51,2.16
20240401B04,システム約定結果,落札量合計（TSO別）[MW],99.5,487,564,12.681,210,1594.332,221.513,264,50,3503.026
20240401B04,システム約定結果,（内訳）自エリアからの落札量[MW],99.5,487,564,0,210,1594.332,221.513,264,50,3490.345
20240401B04,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20240401B04,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,23,77,100
20240401B04,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,23,77,100
20240401B04,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,1,3,4
20240401B04,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,1,3,4
20240401B04,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0.34,8.31,8.31
20240401B04,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0.34,8.31,0.34
20240401B04,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0.34,8.31,6.48
20240401B04,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0.34,8.31,8.31
20240401B04,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0.34,8.31,0.34
20240401B04,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0.34,8.31,6.48
20240401B04,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,23,77,100
20240401B04,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,23,77,100
20240401B04,合計（確報値）,募集量（TSO別）[MW],396,660,2461,1264,224,1114,636,287,760,7802
20240401B04,合計（確報値）,応札量合計（電源属地別）[MW],99.5,672,576.681,0,224,1594.332,221.513,287,127,3802.026
20240401B04,合計（確報値）,約定量合計（電源属地別）[MW],99.5,487,124.681,0,210,1594.332,221.513,287,127,3151.026
20240401B04,合計（確報値）,応札件数（電源属地別）[件],3,7,7,0,2,11,4,8,4,46
20240401B04,合計（確報値）,約定件数（電源属地別）[件],3,6,3,0,2,11,4,8,4,41
20240401B04,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],1,1.26,0.34,0,1.18,4.51,0.34,5.35,12.51,12.51
20240401B04,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],0.01,0.34,0.34,0,0.59,0.34,0.34,0.34,8.31,0.01
20240401B04,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],0.31,0.53,0.34,0,0.76,2.86,0.34,0.93,9.96,2.11
20240401B04,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],1,1.26,0.34,0,1.18,4.51,0.34,5.35,12.51,12.51
20240401B04,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],0.01,0.34,0.34,0,0.59,0.34,0.34,0.34,8.31,0.01
20240401B04,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],0.31,0.53,0.34,0,0.76,2.86,0.34,0.93,9.96,2.11
20240401B04,合計（確報値）,約定量合計（TSO別）[MW],99.5,487,124.681,0,210,1594.332,221.513,287,127,3151.026
20240401B04,合計（確報値）,（内訳）自エリアからの約定量[MW],99.5,487,124.681,0,210,1594.332,221.513,287,127,3151.026
20240401B05,システム約定結果,募集量（TSO別）[MW],415,744,2319,1337,274,1092,542,337,735,7795
20240401B05,システム約定結果,応札量合計（電源属地別）[MW],143.5,666,577.378,0,274,1690.332,211.714,298,421,4281.924
20240401B05,システム約定結果,落札量合計（電源属地別）[MW],142.5,666,577.378,0,196.871,1594.332,187.617,187,421,3972.698
20240401B05,システム約定結果,応札件数（電源属地別）[件],3,4,7,0,2,12,4,7,4,43
20240401B05,システム約定結果,落札件数（電源属地別）[件],3,4,7,0,2,11,4,7,4,42
20240401B05,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],4.36,6.28,1.01,0,0.34,5.03,0.34,1.47,18.02,18.02
20240401B05,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],0.01,0.34,0.34,0,0.34,0.34,0.34,0.34,0.34,0.01
20240401B05,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],3.95,2.87,0.86,0,0.34,3.21,0.34,0.72,10.46,3.21
20240401B05,システム約定結果,最高落札価格（TSO別）[円/kW・30分],4.36,6.28,1.01,1.01,5.03,5.03,5.03,2.75,18.02,18.02
20240401B05,システム約定結果,最低落札価格（TSO別）[円/kW・30分],0.01,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.01
20240401B05,システム約定結果,平均落札価格（TSO別）[円/kW・30分],3.95,2.87,0.92,0.71,1.49,3.15,2.39,1.62,9.41,3.21
20240401B05,システム約定結果,落札量合計（TSO別）[MW],142.5,666,415,162.378,262,1044.82,473,337,470,3972.698
20240401B05,システム約定結果,（内訳）自エリアからの落札量[MW],142.5,666,415,0,196.871,1044.82,138.617,187,421,3211.808
20240401B05,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20240401B05,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,77,77
20240401B05,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,77,77
20240401B05,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,4,4
20240401B05,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,4,4
20240401B05,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,9.73,9.73
20240401B05,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,9.73,9.73
20240401B05,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,9.73,9.73
20240401B05,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,9.73,9.73
20240401B05,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,9.73,9.73
20240401B05,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,9.73,9.73
20240401B05,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,77,77
20240401B05,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,77,77
20240401B05,合計（確報値）,募集量（TSO別）[MW],415,744,2319,1337,274,1092,542,337,735,7795
20240401B05,合計（確報値）,応札量合計（電源属地別）[MW],143.5,851,617.378,0,274,1690.332,211.714,298,498,4583.924
20240401B05,合計（確報値）,約定量合計（電源属地別）[MW],142.5,666,296.378,0,196.871,1594.332,187.617,187,498,3768.698
20240401B05,合計（確報値）,応札件数（電源属地別）[件],3,8,8,0,2,12,4,7,8,52
20240401B05,合計（確報値）,約定件数（電源属地別）[件],3,7,5,0,2,11,4,7,8,47
20240401B05,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],4.36,4.11,1.01,0,0.34,5.03,0.34,1.47,18.02,18.02
20240401B05,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],0.01,0.34,0.34,0,0.34,0.34,0.34,0.34,0.34,0.01
20240401B05,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],3.95,1.22,0.73,0,0.34,3.21,0.34,0.72,10.35,3.22
20240401B05,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],4.36,4.11,1.01,1.01,5.03,5.03,5.03,2.75,18.02,18.02
20240401B05,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],0.01,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.01
20240401B05,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],3.95,1.22,0.74,0.71,1.49,3.15,2.39,1.62,9.45,3.22
20240401B05,合計（確報値）,約定量合計（TSO別）[MW],142.5,666,134,162.378,262,1044.82,473,337,547,3768.698
20240401B05,合計（確報値）,（内訳）自エリアからの約定量[MW],142.5,666,134,0,196.871,1044.82,138.617,187,498,3007.808
20240401B06,システム約定結果,募集量（TSO別）[MW],334,679,1611,1059,180,1060,494,295,711,6423
20240401B06,システム約定結果,応札量合計（電源属地別）[MW],106,455,452,0,180,1057.049,251.213,240,50,2791.262
20240401B06,システム約定結果,落札量合計（電源属地別）[MW],106,455,452,0,180,1057.049,251.213,240,50,2791.262
20240401B06,システム約定結果,応札件数（電源属地別）[件],1,3,4,0,2,11,5,6,1,33
20240401B06,システム約定結果,落札件数（電源属地別）[件],1,3,4,0,2,11,5,6,1,33
20240401B06,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],4.24,4.4,1.01,0,2.03,2.89,1.76,3,7.78,7.78
20240401B06,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],4.24,1.66,1.01,0,1.44,0.34,1.3,0.34,7.78,0.34
20240401B06,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],4.24,2.13,1.01,0,1.64,1.9,1.57,0.84,7.78,1.85
20240401B06,システム約定結果,最高落札価格（TSO別）[円/kW・30分],4.24,4.4,1.01,0,2.03,2.89,2.89,3,7.78,7.78
20240401B06,システム約定結果,最低落札価格（TSO別）[円/kW・30分],4.24,1.66,1.01,0,1.44,0.34,1.3,0.34,2.14,0.34
20240401B06,システム約定結果,平均落札価格（TSO別）[円/kW・30分],4.24,2.13,1.01,0,1.64,1.83,1.81,0.84,4.99,1.85
20240401B06,システム約定結果,落札量合計（TSO別）[MW],106,455,452,0,176,907.413,355.849,240,99,2791.262
20240401B06,システム約定結果,（内訳）自エリアからの落札量[MW],106,455,452,0,176,903.413,251.213,240,50,2633.626
20240401B06,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20240401B06,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,55,77,132
20240401B06,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,55,77,132
20240401B06,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,1,3,4
20240401B06,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,1,3,4
20240401B06,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0.34,4.49,4.49
20240401B06,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0.34,4.49,0.34
20240401B06,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0.34,4.49,2.76
20240401B06,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0.34,4.49,4.49
20240401B06,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0.34,4.49,0.34
20240401B06,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0.34,4.49,2.76
20240401B06,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,55,77,132
20240401B06,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,55,77,132
20240401B06,合計（確報値）,募集量（TSO別）[MW],334,679,1611,1059,180,1060,494,295,711,6423
20240401B06,合計（確報値）,応札量合計（電源属地別）[MW],106,640,923,0,180,1057.049,251.213,295,127,3579.262
20240401B06,合計（確報値）,約定量合計（電源属地別）[MW],106,455,452,0,180,1033.103,251.213,295,127,2899.316
20240401B06,合計（確報値）,応札件数（電源属地別）[件],1,7,10,0,2,11,5,7,4,47
20240401B06,合計（確報値）,約定件数（電源属地別）[件],1,6,5,0,2,10,5,7,4,40
20240401B06,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],4.24,4.4,1.01,0,2.03,2.89,1.76,3,7.78,7.78
20240401B06,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],4.24,0.89,1.01,0,1.44,0.34,1.3,0.34,4.49,0.34
20240401B06,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],4.24,1.81,1.01,0,1.64,1.93,1.57,0.75,5.79,1.85
20240401B06,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],4.24,4.4,1.01,0,2.03,2.89,2.89,3,7.78,7.78
20240401B06,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],4.24,0.89,1.01,0,1.44,0.34,1.3,0.34,2.14,0.34
