H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数,,,,,,,,
20250301B02,合計（確報値）,約定件数（電源属地別）[件],3,5,1,0,1,0,4,2,4,20
20250301B02,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],4.15,2.82,16.6,0,1.41,0,3.33,1.44,19.51,19.51
20250301B02,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],3.01,1.26,16.6,0,1.41,0,0.34,0.65,1.08,0.34
20250301B02,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],3.57,2.29,16.6,0,1.41,0,2.4,0.84,6.43,2.87
20250301B02,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],4.15,2.82,16.6,0,1.41,0,3.33,1.44,19.51,19.51
20250301B02,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],3.01,1.26,16.6,0,1.41,0,0.34,0.65,0.34,0.34
20250301B02,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],3.57,2.29,16.6,0,1.41,0,2.48,0.84,5.02,2.87
20250301B02,合計（確報値）,約定量合計（TSO別）[MW],184,58.67,1.85,0,19,0,110.267,45,18.191,436.978
20250301B02,合計（確報値）,（内訳）自エリアからの約定量[MW],184,58.67,1.85,0,19,0,110.267,45,13.979,432.766
20250301B03,システム約定結果,募集量（TSO別）[MW],152,356,953,338,144,580,321,97,349,3290
20250301B03,システム約定結果,応札量合計（電源属地別）[MW],232.3,48,1.85,0,44,0,193.815,45,13.979,578.944
20250301B03,システム約定結果,落札量合計（電源属地別）[MW],184,48,1.85,0,44,0,193.815,45,13.979,530.644
20250301B03,システム約定結果,応札件数（電源属地別）[件],4,4,1,0,2,0,5,2,4,22
20250301B03,システム約定結果,落札件数（電源属地別）[件],3,4,1,0,2,0,5,2,4,21
20250301B03,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],5.04,3.03,16.6,0,2.76,0,2.79,1.64,19.51,19.51
20250301B03,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],1.96,2.12,16.6,0,1.86,0,0.37,0.6,1.49,0.37
20250301B03,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],3.59,2.72,16.6,0,2.37,0,2.32,0.85,6.71,2.84
20250301B03,システム約定結果,最高落札価格（TSO別）[円/kW・30分],5.04,3.03,16.6,0,2.76,2.72,2.79,1.64,19.51,19.51
20250301B03,システム約定結果,最低落札価格（TSO別）[円/kW・30分],1.96,2.12,16.6,0,1.86,0.6,0.37,0.6,1.49,0.37
20250301B03,システム約定結果,平均落札価格（TSO別）[円/kW・30分],3.59,2.72,16.6,0,2.37,2.38,2.27,0.88,6.71,2.84
20250301B03,システム約定結果,落札量合計（TSO別）[MW],184,48,1.85,0,44,24.939,172.876,41,13.979,530.644
20250301B03,システム約定結果,（内訳）自エリアからの落札量[MW],184,48,1.85,0,44,0,172.876,41,13.979,505.705
20250301B03,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250301B03,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B03,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250301B03,合計（確報値）,募集量（TSO別）[MW],152,356,953,338,144,580,321,97,349,3290
20250301B03,合計（確報値）,応札量合計（電源属地別）[MW],232.3,60,1.85,0,44,0,193.817,45,13.979,590.946
20250301B03,合計（確報値）,約定量合計（電源属地別）[MW],184,48,1.85,0,44,0,114.481,45,13.979,451.31
20250301B03,合計（確報値）,応札件数（電源属地別）[件],4,5,1,0,2,0,6,2,4,24
20250301B03,合計（確報値）,約定件数（電源属地別）[件],3,4,1,0,2,0,5,2,4,21
20250301B03,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],5.04,3.03,16.6,0,2.76,0,2.79,1.64,19.51,19.51
20250301B03,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],1.96,2.12,16.6,0,1.86,0,0.37,0.6,1.49,0.37
20250301B03,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],3.59,2.72,16.6,0,2.37,0,2.05,0.85,6.71,2.86
20250301B03,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],5.04,3.03,16.6,0,2.76,0.6,2.79,1.64,19.51,19.51
20250301B03,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],1.96,2.12,16.6,0,1.86,0.6,0.37,0.6,1.49,0.37
20250301B03,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],3.59,2.72,16.6,0,2.37,0.6,2.05,0.88,6.71,2.86
20250301B03,合計（確報値）,約定量合計（TSO別）[MW],184,48,1.85,0,44,4,114.481,41,13.979,451.31
20250301B03,合計（確報値）,（内訳）自エリアからの約定量[MW],184,48,1.85,0,44,0,114.481,41,13.979,447.31
20250301B04,システム約定結果,募集量（TSO別）[MW],157,425,945,354,147,592,327,111,382,3440
20250301B04,システム約定結果,応札量合計（電源属地別）[MW],207.29,46.67,1.85,0,44,0,193.815,45,13.979,552.604
20250301B04,システム約定結果,落札量合計（電源属地別）[MW],166.3,46.67,1.85,0,44,0,193.815,45,13.979,511.614
20250301B04,システム約定結果,応札件数（電源属地別）[件],6,4,1,0,2,0,5,2,4,24
20250301B04,システム約定結果,落札件数（電源属地別）[件],4,4,1,0,2,0,5,2,4,22
20250301B04,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],17.94,5.28,16.6,0,0.45,0,0.38,6.19,19.51,19.51
20250301B04,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],0.34,1.26,16.6,0,0.34,0,0.34,1.28,0.34,0.34
20250301B04,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],8.33,4.34,16.6,0,0.4,0,0.37,2.48,5.8,3.71
20250301B04,システム約定結果,最高落札価格（TSO別）[円/kW・30分],17.94,5.28,16.6,0,0.45,0,0.38,6.19,19.51,19.51
20250301B04,システム約定結果,最低落札価格（TSO別）[円/kW・30分],0.34,1.26,16.6,0,0.34,0,0.34,1.28,0.34,0.34
20250301B04,システム約定結果,平均落札価格（TSO別）[円/kW・30分],8.33,4.34,16.6,0,0.4,0,0.37,2.48,5.8,3.71
20250301B04,システム約定結果,落札量合計（TSO別）[MW],166.3,46.67,1.85,0,44,0,193.815,45,13.979,511.614
20250301B04,システム約定結果,（内訳）自エリアからの落札量[MW],166.3,46.67,1.85,0,44,0,193.815,45,13.979,511.614
20250301B04,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250301B04,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B04,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250301B04,合計（確報値）,募集量（TSO別）[MW],157,425,945,354,147,592,327,111,382,3440
20250301B04,合計（確報値）,応札量合計（電源属地別）[MW],207.29,46.67,1.85,0,44,0,193.815,45,20.979,559.604
20250301B04,合計（確報値）,約定量合計（電源属地別）[MW],166.3,46.67,1.85,0,44,0,114.479,45,13.979,432.278
20250301B04,合計（確報値）,応札件数（電源属地別）[件],6,4,1,0,2,0,5,2,5,25
20250301B04,合計（確報値）,約定件数（電源属地別）[件],4,4,1,0,2,0,4,2,4,21
20250301B04,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],17.94,5.28,16.6,0,0.45,0,0.38,6.19,19.51,19.51
20250301B04,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],0.34,1.26,16.6,0,0.34,0,0.34,1.28,0.34,0.34
20250301B04,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],8.33,4.34,16.6,0,0.4,0,0.37,2.48,5.8,4.33
20250301B04,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],17.94,5.28,16.6,0,0.45,0,0.38,6.19,19.51,19.51
20250301B04,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],0.34,1.26,16.6,0,0.34,0,0.34,1.28,0.34,0.34
20250301B04,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],8.33,4.34,16.6,0,0.4,0,0.37,2.48,5.8,4.33
20250301B04,合計（確報値）,約定量合計（TSO別）[MW],166.3,46.67,1.85,0,44,0,114.479,45,13.979,432.278
20250301B04,合計（確報値）,（内訳）自エリアからの約定量[MW],166.3,46.67,1.85,0,44,0,114.479,45,13.979,432.278
20250301B05,システム約定結果,募集量（TSO別）[MW],121,432,918,355,146,594,324,111,386,3387
20250301B05,システム約定結果,応札量合計（電源属地別）[MW],171.29,46.67,121.224,0,44,0,193.815,105,11.989,693.988
20250301B05,システム約定結果,落札量合計（電源属地別）[MW],152.3,46.67,121.224,0,44,0,193.815,105,11.989,674.998
20250301B05,システム約定結果,応札件数（電源属地別）[件],5,4,6,0,2,0,5,5,3,30
20250301B05,システム約定結果,落札件数（電源属地別）[件],3,4,6,0,2,0,5,5,3,28
20250301B05,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],15.12,5.45,16.6,0,0.34,0,0.34,7.69,19.51,19.51
20250301B05,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],3.62,1.26,0.34,0,0.34,0,0.34,0.87,0.34,0.34
20250301B05,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],7.63,4.48,0.59,0,0.34,0,0.34,2.18,3.52,2.66
20250301B05,システム約定結果,最高落札価格（TSO別）[円/kW・30分],15.12,5.45,16.6,0,0.34,1.36,0.34,7.69,19.51,19.51
20250301B05,システム約定結果,最低落札価格（TSO別）[円/kW・30分],3.62,1.26,0.34,0,0.34,0.34,0.34,0.87,0.34,0.34
20250301B05,システム約定結果,平均落札価格（TSO別）[円/kW・30分],7.63,4.48,0.59,0,0.34,0.88,0.34,2.37,3.52,2.66
20250301B05,システム約定結果,落札量合計（TSO別）[MW],152.3,46.67,121.224,0,44,35.939,176.876,86,11.989,674.998
20250301B05,システム約定結果,（内訳）自エリアからの落札量[MW],152.3,46.67,121.224,0,44,0,176.876,86,11.989,639.059
20250301B05,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250301B05,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B05,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250301B05,合計（確報値）,募集量（TSO別）[MW],121,432,918,355,146,594,324,111,386,3387
20250301B05,合計（確報値）,応札量合計（電源属地別）[MW],171.29,46.67,121.224,0,44,0,193.815,105,18.989,700.988
20250301B05,合計（確報値）,約定量合計（電源属地別）[MW],152.3,46.67,96.935,0,44,0,114.479,105,11.989,571.373
20250301B05,合計（確報値）,応札件数（電源属地別）[件],5,4,6,0,2,0,5,5,4,31
20250301B05,合計（確報値）,約定件数（電源属地別）[件],3,4,5,0,2,0,4,5,3,26
20250301B05,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],15.12,5.45,16.6,0,0.34,0,0.34,7.69,19.51,19.51
20250301B05,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],3.62,1.26,0.34,0,0.34,0,0.34,0.87,0.34,0.34
20250301B05,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],7.63,4.48,0.65,0,0.34,0,0.34,2.18,3.52,3.08
20250301B05,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],15.12,5.45,16.6,0,0.34,1.36,0.34,7.69,19.51,19.51
20250301B05,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],3.62,1.26,0.34,0,0.34,1.36,0.34,0.87,0.34,0.34
20250301B05,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],7.63,4.48,0.65,0,0.34,1.36,0.34,2.37,3.52,3.08
20250301B05,合計（確報値）,約定量合計（TSO別）[MW],152.3,46.67,96.935,0,44,19,114.479,86,11.989,571.373
20250301B05,合計（確報値）,（内訳）自エリアからの約定量[MW],152.3,46.67,96.935,0,44,0,114.479,86,11.989,552.373
20250301B06,システム約定結果,募集量（TSO別）[MW],133,381,922,322,149,563,324,96,370,3260
20250301B06,システム約定結果,応札量合計（電源属地別）[MW],202.09,58.67,1.85,0,19,0,193.815,45,13.979,534.404
20250301B06,システム約定結果,落札量合計（電源属地別）[MW],188,58.67,1.85,0,19,0,193.815,45,13.979,520.314
20250301B06,システム約定結果,応札件数（電源属地別）[件],5,5,1,0,1,0,5,2,4,23
20250301B06,システム約定結果,落札件数（電源属地別）[件],4,5,1,0,1,0,5,2,4,22
20250301B06,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],4.94,3.39,16.6,0,1.3,0,1.79,2.68,19.51,19.51
20250301B06,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],1.5,1.26,16.6,0,1.3,0,0.34,0.98,1.1,0.34
20250301B06,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],3.45,2.73,16.6,0,1.3,0,1.5,1.4,6.44,2.52
20250301B06,システム約定結果,最高落札価格（TSO別）[円/kW・30分],4.94,3.39,16.6,0,1.3,0.98,1.79,2.68,19.51,19.51
20250301B06,システム約定結果,最低落札価格（TSO別）[円/kW・30分],1.5,1.26,16.6,0,1.3,0.98,0.34,0.98,1.1,0.34
20250301B06,システム約定結果,平均落札価格（TSO別）[円/kW・30分],3.45,2.73,16.6,0,1.3,0.98,1.5,1.49,6.44,2.52
20250301B06,システム約定結果,落札量合計（TSO別）[MW],188,58.67,1.85,0,19,8,193.815,37,13.979,520.314
20250301B06,システム約定結果,（内訳）自エリアからの落札量[MW],188,58.67,1.85,0,19,0,193.815,37,13.979,512.314
20250301B06,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20250301B06,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20250301B06,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20250301B06,合計（確報値）,募集量（TSO別）[MW],133,381,922,322,149,563,324,96,370,3260
20250301B06,合計（確報値）,応札量合計（電源属地別）[MW],202.09,70.67,1.85,0,19,0,193.815,45,13.979,546.404
20250301B06,合計（確報値）,約定量合計（電源属地別）[MW],188,58.67,1.85,0,19,0,114.479,45,13.979,440.978
20250301B06,合計（確報値）,応札件数（電源属地別）[件],5,6,1,0,1,0,5,2,4,24
20250301B06,合計（確報値）,約定件数（電源属地別）[件],4,5,1,0,1,0,4,2,4,21
20250301B06,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],4.94,3.39,16.6,0,1.3,0,1.79,2.68,19.51,19.51
20250301B06,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],1.5,1.26,16.6,0,1.3,0,0.34,0.98,1.1,0.34
20250301B06,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],3.45,2.73,16.6,0,1.3,0,1.34,1.4,6.44,2.66
20250301B06,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],4.94,3.39,16.6,0,1.3,0.98,1.79,2.68,19.51,19.51
20250301B06,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],1.5,1.26,16.6,0,1.3,0.98,0.34,0.98,1.1,0.34
20250301B06,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],3.45,2.73,16.6,0,1.3,0.98,1.34,1.49,6.44,2.66
20250301B06,合計（確報値）,約定量合計（TSO別）[MW],188,58.67,1.85,0,19,8,114.479,37,13.979,440.978
20250301B06,合計（確報値）,（内訳）自エリアからの約定量[MW],188,58.67,1.85,0,19,0,114.479,37,13.979,432.978
20250301B07,システム約定結果,募集量（TSO別）[MW],126,317,907,326,147,557,325,90,342,3137
20250301B07,システム約定結果,応札量合計（電源属地別）[MW],184,58.67,1.85,0,19,0,193.815,45,80.979,583.314
